contributor_zip5,Sanders,Warren,winner,advantage,city,state,county,state_fips,county_fips,latitude,longitude
94110,31818.15,53151.09,Warren,21332.939999999995,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.748676,-122.415813
11215,23706.39,38128.77,Warren,14422.379999999997,BROOKLYN,NY,KINGS,36,047,40.66509,-73.980306
10011,19045.51,41488.81,Warren,22443.3,NEW YORK,NY,NEW YORK,36,061,40.74406,-74.004592
10025,18890.98,38391.2,Warren,19500.219999999998,NEW YORK,NY,NEW YORK,36,061,40.798345,-73.963158
98052,18171.86,6514.38,Sanders,11657.48,REDMOND,WA,KING,53,033,47.680496,-122.120938
14850,18154.25,14526.24,Sanders,3628.01,ITHACA,NY,TOMPKINS,36,109,42.406709,-76.518425
11201,18083.14,27961.51,Warren,9878.369999999999,BROOKLYN,NY,KINGS,36,047,40.694599,-73.990638
95472,17942.31,11361,Sanders,6581.310000000001,SEBASTOPOL,CA,SONOMA,06,097,38.401691,-122.87424
10024,17893.36,41716.89,Warren,23823.53,NEW YORK,NY,NEW YORK,36,061,40.797364,-73.97785
94114,17761.98,28584.79,Warren,10822.810000000001,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.758229,-122.439512
10003,17589.36,17935.98,Warren,346.619999999999,NEW YORK,NY,NEW YORK,36,061,40.731392,-73.9884
94117,17281.96,31672.55,Warren,14390.59,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.769165,-122.442497
11238,17016.09,30418.81,Warren,13402.720000000001,BROOKLYN,NY,KINGS,36,047,40.67616,-73.964404
90027,16561.55,13400.54,Sanders,3161.0099999999984,LOS ANGELES,CA,LOS ANGELES,06,037,34.128046,-118.289065
98107,15740.86,10964.89,Sanders,4775.970000000001,SEATTLE,WA,KING,53,033,47.664823,-122.383784
90026,15459.91,9397.55,Sanders,6062.360000000001,LOS ANGELES,CA,LOS ANGELES,06,037,34.076068,-118.262339
94611,15354.09,21595.35,Warren,6241.259999999998,OAKLAND,CA,ALAMEDA,06,001,37.83611,-122.219253
94025,15296.16,17435.5,Warren,2139.34,MENLO PARK,CA,SAN MATEO,06,081,37.459034,-122.186055
05401,15188.83,4544.58,Sanders,10644.25,BURLINGTON,VT,CHITTENDEN,50,007,44.484133,-73.247857
98103,15090.9,26425.16,Warren,11334.26,SEATTLE,WA,KING,53,033,47.670294,-122.348306
02139,14743.85,29372.46,Warren,14628.609999999999,CAMBRIDGE,MA,MIDDLESEX,25,017,42.364397,-71.101196
10019,13680.11,11739.96,Sanders,1940.1500000000015,NEW YORK,NY,NEW YORK,36,061,40.767192,-73.99181
90039,13498.12,7130.26,Sanders,6367.860000000001,LOS ANGELES,CA,LOS ANGELES,06,037,34.12059,-118.255117
11217,13237.86,30619.75,Warren,17381.89,BROOKLYN,NY,KINGS,36,047,40.681293,-73.980954
94607,13159.14,12210.52,Sanders,948.619999999999,OAKLAND,CA,ALAMEDA,06,001,37.810945,-122.3007
94703,13130.92,14834.67,Warren,1703.75,BERKELEY,CA,ALAMEDA,06,001,37.865733,-122.274618
02144,13001.09,18884.04,Warren,5882.950000000001,SOMERVILLE,MA,MIDDLESEX,25,017,42.402311,-71.12037
95616,12972.93,13348.78,Warren,375.85000000000036,DAVIS,CA,YOLO,06,113,38.562963,-121.81601
10009,12714.11,4511.65,Sanders,8202.460000000001,NEW YORK,NY,NEW YORK,36,061,40.72698,-73.980115
11211,12190.11,9680.47,Sanders,2509.6400000000012,BROOKLYN,NY,KINGS,36,047,40.711666,-73.946422
11222,12187.23,8363.97,Sanders,3823.26,BROOKLYN,NY,KINGS,36,047,40.72832,-73.944758
94107,12134.16,15343.26,Warren,3209.1000000000004,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.76785,-122.392861
94122,12133.48,11663.86,Sanders,469.619999999999,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.761959,-122.483125
60647,12080.97,9392.52,Sanders,2688.449999999999,CHICAGO,IL,COOK,17,031,41.921054,-87.702362
94306,11993.66,21298.73,Warren,9305.07,PALO ALTO,CA,SANTA CLARA,06,085,37.411846,-122.1295
90034,11920.77,6553.13,Sanders,5367.64,LOS ANGELES,CA,LOS ANGELES,06,037,34.029334,-118.399406
95060,11690.88,11373.69,Sanders,317.1899999999987,SANTA CRUZ,CA,SANTA CRUZ,06,087,37.068968,-122.156861
98102,11529.49,14918.45,Warren,3388.960000000001,SEATTLE,WA,KING,53,033,47.635749,-122.324362
90049,11391.76,15718.79,Warren,4327.030000000001,LOS ANGELES,CA,LOS ANGELES,06,037,34.086348,-118.48826
97214,11302.15,5797.05,Sanders,5505.0999999999995,PORTLAND,OR,MULTNOMAH,41,051,45.513936,-122.644123
90046,11289.26,7896.56,Sanders,3392.7,LOS ANGELES,CA,LOS ANGELES,06,037,34.10727,-118.36889
90405,11285.83,8081.75,Sanders,3204.08,SANTA MONICA,CA,LOS ANGELES,06,037,34.011335,-118.468458
98368,11234.13,7166.72,Sanders,4067.409999999999,PORT TOWNSEND,WA,JEFFERSON,53,031,48.034826,-122.84934
10013,11192.27,10475.44,Sanders,716.8299999999999,NEW YORK,NY,NEW YORK,36,061,40.720921,-74.008878
90291,11105.25,19956.57,Warren,8851.32,VENICE,CA,LOS ANGELES,06,037,33.994162,-118.46371
94118,10949.87,15021.72,Warren,4071.8499999999985,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.782355,-122.460795
98115,10891.92,22412.65,Warren,11520.730000000001,SEATTLE,WA,KING,53,033,47.683612,-122.27802200000001
94043,10849.52,15449.29,Warren,4599.77,MOUNTAIN VIEW,CA,SANTA CLARA,06,085,37.419156,-122.075413
91436,10814.33,8047.47,Sanders,2766.8599999999997,ENCINO,CA,LOS ANGELES,06,037,34.153648,-118.497744
77479,10789.06,2756.08,Sanders,8032.98,SUGAR LAND,TX,FORT BEND,48,157,29.557763,-95.633612
91001,10752.48,7211.56,Sanders,3540.919999999999,ALTADENA,CA,LOS ANGELES,06,037,34.196307,-118.135582
98118,10708.31,9004.43,Sanders,1703.8799999999992,SEATTLE,WA,KING,53,033,47.541963,-122.267649
07302,10646.7,9444.7,Sanders,1202,JERSEY CITY,NJ,HUDSON,34,017,40.720101,-74.043134
80304,10529.07,4769.35,Sanders,5759.719999999999,BOULDER,CO,BOULDER,08,013,40.045179,-105.291958
94609,10479.26,6948.1,Sanders,3531.16,OAKLAND,CA,ALAMEDA,06,001,37.834784,-122.263528
97202,10239.66,9187.2,Sanders,1052.4599999999991,PORTLAND,OR,MULTNOMAH,41,051,45.480312,-122.645115
94608,10123.56,10593.34,Warren,469.78000000000065,EMERYVILLE,CA,ALAMEDA,06,001,37.83466,-122.291944
11206,10121.03,4501.52,Sanders,5619.51,BROOKLYN,NY,KINGS,36,047,40.702353,-73.942541
94612,10018.62,3932.3,Sanders,6086.320000000001,OAKLAND,CA,ALAMEDA,06,001,37.808754,-122.267528
48103,9940.28,11162.04,Warren,1221.7600000000002,ANN ARBOR,MI,WASHTENAW,26,161,42.269394,-83.851822
08540,9837.01,16391.03,Warren,6554.019999999999,PRINCETON,NJ,MERCER,34,021,40.378246,-74.662206
01742,9813.58,25784.36,Warren,15970.78,CONCORD,MA,MIDDLESEX,25,017,42.460612,-71.364231
60657,9805.42,8022.34,Sanders,1783.08,CHICAGO,IL,COOK,17,031,41.941427,-87.654458
94709,9801.6,3836.7,Sanders,5964.9000000000005,BERKELEY,CA,ALAMEDA,06,001,37.879862,-122.264766
90064,9698.9,14210.74,Warren,4511.84,LOS ANGELES,CA,LOS ANGELES,06,037,34.037084,-118.427894
94103,9685.29,11132.13,Warren,1446.8399999999983,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.775504,-122.41292
94708,9622.4,13816.01,Warren,4193.610000000001,BERKELEY,CA,ALAMEDA,06,001,37.900138,-122.261764
94530,9615.3,8738.56,Sanders,876.7399999999998,EL CERRITO,CA,CONTRA COSTA,06,013,37.921091,-122.289012
10027,9576.44,11440.33,Warren,1863.8899999999994,NEW YORK,NY,NEW YORK,36,061,40.812908,-73.953194
01002,9490.86,8848.85,Sanders,642.0100000000002,AMHERST,MA,HAMPSHIRE,25,015,42.372901,-72.450902
10014,9455.1,19484.13,Warren,10029.03,NEW YORK,NY,NEW YORK,36,061,40.734332,-74.010112
94303,9413,7176.4,Sanders,2236.6000000000004,PALO ALTO,CA,SANTA CLARA,06,085,37.45779,-122.122538
98122,9408.5,13426.73,Warren,4018.2299999999996,SEATTLE,WA,KING,53,033,47.613527,-122.297335
90403,9401.71,6688.78,Sanders,2712.9299999999994,SANTA MONICA,CA,LOS ANGELES,06,037,34.030517,-118.490407
94619,9353.36,5852.27,Sanders,3501.09,OAKLAND,CA,ALAMEDA,06,001,37.788034,-122.16949
20003,9261.01,15909.78,Warren,6648.77,WASHINGTON,DC,DISTRICT OF COLUMBIA,11,001,38.877752,-76.986546
94618,9187,23158.39,Warren,13971.39,OAKLAND,CA,ALAMEDA,06,001,37.844984,-122.238434
98110,9141.7,18579.82,Warren,9438.119999999999,BAINBRIDGE ISLAND,WA,KITSAP,53,035,47.647614,-122.535452
94501,9079.82,12918.7,Warren,3838.880000000001,ALAMEDA,CA,ALAMEDA,06,001,37.773545,-122.278487
11216,9007.73,5353.35,Sanders,3654.379999999999,BROOKLYN,NY,KINGS,36,047,40.680972,-73.947638
92024,8812.11,4692.42,Sanders,4119.6900000000005,ENCINITAS,CA,SAN DIEGO,06,073,33.054512,-117.249765
94702,8680.07,9162.89,Warren,482.8199999999997,BERKELEY,CA,ALAMEDA,06,001,37.864164,-122.286234
53703,8668.05,3616.9,Sanders,5051.15,MADISON,WI,DANE,55,025,43.0707,-89.37565
94121,8595.32,12427.8,Warren,3832.4799999999996,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.780871,-122.495285
94086,8570.9,6216.34,Sanders,2354.5599999999995,SUNNYVALE,CA,SANTA CLARA,06,085,37.36965,-122.02421
95125,8567.76,9080.89,Warren,513.1299999999992,SAN JOSE,CA,SANTA CLARA,06,085,37.297218,-121.895102
10002,8557.16,7292.14,Sanders,1265.0199999999995,NEW YORK,NY,NEW YORK,36,061,40.722296,-73.985506
95014,8548.65,6318.89,Sanders,2229.7599999999993,CUPERTINO,CA,SANTA CLARA,06,085,37.294256,-122.094441
11231,8538.08,22174.46,Warren,13636.38,BROOKLYN,NY,KINGS,36,047,40.676516,-74.004016
02130,8513.2,24874.87,Warren,16361.669999999998,JAMAICA PLAIN,MA,SUFFOLK,25,025,42.310509,-71.117394
94109,8470.53,25448.59,Warren,16978.059999999998,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.796164,-122.420903
02140,8465.78,24689.43,Warren,16223.65,CAMBRIDGE,MA,MIDDLESEX,25,017,42.393254,-71.13454
11221,8441.44,2328.26,Sanders,6113.18,BROOKLYN,NY,KINGS,36,047,40.692502,-73.927079
93737,8433.9,0,Sanders,8433.9,FRESNO,CA,FRESNO,06,019,36.750574,-119.657832
48108,8300.74,4250,Sanders,4050.74,ANN ARBOR,MI,WASHTENAW,26,161,42.223407,-83.729175
10036,8257.21,8677.23,Warren,420.02000000000044,NEW YORK,NY,NEW YORK,36,061,40.759477,-73.989871
94131,8215.52,23072.02,Warren,14856.5,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.746416,-122.443587
90042,8175.35,2633.45,Sanders,5541.9000000000005,LOS ANGELES,CA,LOS ANGELES,06,037,34.113302,-118.191494
97401,8167.65,3862.07,Sanders,4305.58,EUGENE,OR,LANE,41,039,44.067151,-123.082726
92122,8105.41,1577.15,Sanders,6528.26,SAN DIEGO,CA,SAN DIEGO,06,073,32.856744,-117.20717
55416,8103.06,5488.07,Sanders,2614.9900000000007,MINNEAPOLIS,MN,HENNEPIN,27,053,44.948937,-93.335199
87505,8094.9,8862,Warren,767.1000000000004,SANTA FE,NM,SANTA FE,35,049,35.614824,-105.878783
11377,7972.94,1898.68,Sanders,6074.259999999999,WOODSIDE,NY,QUEENS,36,081,40.747995,-73.906412
05403,7972.1,1629.85,Sanders,6342.25,SOUTH BURLINGTON,VT,CHITTENDEN,50,007,44.454475,-73.184981
48105,7873.34,6232.92,Sanders,1640.42,ANN ARBOR,MI,WASHTENAW,26,161,42.324496,-83.714275
94706,7859.5,9218.38,Warren,1358.8799999999992,ALBANY,CA,ALAMEDA,06,001,37.889622,-122.294909
90068,7804.6,10325.57,Warren,2520.9699999999993,LOS ANGELES,CA,LOS ANGELES,06,037,34.129853,-118.335456
97520,7795.53,5547.12,Sanders,2248.41,ASHLAND,OR,JACKSON,41,029,42.200267,-122.638182
10023,7771.01,33273.38,Warren,25502.369999999995,NEW YORK,NY,NEW YORK,36,061,40.773726,-73.980067
98109,7747.22,6853.23,Sanders,893.9900000000007,SEATTLE,WA,KING,53,033,47.634444,-122.3419
94112,7740.78,5066.16,Sanders,2674.62,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.721744,-122.444601
20009,7723.41,30114.98,Warren,22391.57,WASHINGTON,DC,DISTRICT OF COLUMBIA,11,001,38.920392,-77.038564
11218,7702.23,8167.44,Warren,465.21000000000004,BROOKLYN,NY,KINGS,36,047,40.644512,-73.978228
95521,7671.65,2646.6,Sanders,5025.049999999999,ARCATA,CA,HUMBOLDT,06,023,40.839561,-124.038436
20910,7643.62,15690.55,Warren,8046.929999999999,SILVER SPRING,MD,MONTGOMERY,24,031,39.00335,-77.035444
02138,7629.19,49016.53,Warren,41387.34,CAMBRIDGE,MA,MIDDLESEX,25,017,42.380054,-71.132952
97219,7611.07,11805.12,Warren,4194.050000000001,PORTLAND,OR,MULTNOMAH,41,051,45.451024,-122.695013
97212,7603.12,8366,Warren,762.8800000000001,PORTLAND,OR,MULTNOMAH,41,051,45.544168,-122.64307
90277,7595.9,6106.94,Sanders,1488.96,REDONDO BEACH,CA,LOS ANGELES,06,037,33.830793,-118.387452
90065,7559.45,7485.23,Sanders,74.22000000000025,LOS ANGELES,CA,LOS ANGELES,06,037,34.111484,-118.228648
94610,7558.92,25745.64,Warren,18186.72,OAKLAND,CA,ALAMEDA,06,001,37.811606,-122.238604
95008,7463.99,3192.64,Sanders,4271.35,CAMPBELL,CA,SANTA CLARA,06,085,37.279015,-121.956694
98125,7456.05,9146.95,Warren,1690.9000000000005,SEATTLE,WA,KING,53,033,47.715789,-122.293458
94105,7428.43,5215.34,Sanders,2213.09,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.788543,-122.393872
97211,7346.14,5750.55,Sanders,1595.5900000000001,PORTLAND,OR,MULTNOMAH,41,051,45.577318,-122.641624
98105,7343.57,15431.28,Warren,8087.710000000001,SEATTLE,WA,KING,53,033,47.6604,-122.28053
90066,7332.74,9194.03,Warren,1861.2900000000009,LOS ANGELES,CA,LOS ANGELES,06,037,34.00015,-118.432598
98225,7245.85,6784.37,Sanders,461.4800000000005,BELLINGHAM,WA,WHATCOM,53,073,48.747652,-122.522235
19103,7225.22,5332.38,Sanders,1892.8400000000001,PHILADELPHIA,PA,PHILADELPHIA,42,101,39.953767,-75.176335
95112,7180.82,5506,Sanders,1674.8199999999997,SAN JOSE,CA,SANTA CLARA,06,085,37.341544,-121.881824
94087,7152.46,5120.45,Sanders,2032.0100000000002,SUNNYVALE,CA,SANTA CLARA,06,085,37.35351,-122.030476
94705,7130.54,20891.98,Warren,13761.439999999999,BERKELEY,CA,ALAMEDA,06,001,37.8616,-122.242051
95076,7123.05,2120.81,Sanders,5002.24,WATSONVILLE,CA,SANTA CRUZ,06,087,36.942773,-121.724031
97209,7119.4,7375.59,Warren,256.1900000000005,PORTLAND,OR,MULTNOMAH,41,051,45.533458,-122.681501
20001,7063.15,16877.43,Warren,9814.28,WASHINGTON,DC,DISTRICT OF COLUMBIA,11,001,38.910717,-77.01666
94901,7041.45,4576.2,Sanders,2465.25,SAN RAFAEL,CA,MARIN,06,041,37.971938,-122.504395
98034,7002.75,5566.72,Sanders,1436.0299999999997,KIRKLAND,WA,KING,53,033,47.715193,-122.210637
20008,6984.86,23054.8,Warren,16069.939999999999,WASHINGTON,DC,DISTRICT OF COLUMBIA,11,001,38.935771,-77.059213
90025,6969.61,9819.47,Warren,2849.8599999999997,LOS ANGELES,CA,LOS ANGELES,06,037,34.045358,-118.443574
94952,6969.06,5758.52,Sanders,1210.54,PETALUMA,CA,SONOMA,06,097,38.211743,-122.789652
91604,6956.8,14143.74,Warren,7186.94,STUDIO CITY,CA,LOS ANGELES,06,037,34.139095,-118.391455
60613,6913.54,5857.54,Sanders,1056,CHICAGO,IL,COOK,17,031,41.952023,-87.655984
20781,6897.06,388,Sanders,6509.06,HYATTSVILLE,MD,PRINCE GEORGES,24,033,38.941163,-76.935371
10012,6873.5,12461.6,Warren,5588.1,NEW YORK,NY,NEW YORK,36,061,40.725568,-73.998208
05602,6841.96,1130,Sanders,5711.96,MONTPELIER,VT,WASHINGTON,50,023,44.279964,-72.609412
98117,6811.57,15406.18,Warren,8594.61,SEATTLE,WA,KING,53,033,47.688575,-122.384168
94133,6803.6,4581.24,Sanders,2222.3600000000006,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.811747,-122.41302
98144,6783.29,15420.63,Warren,8637.34,SEATTLE,WA,KING,53,033,47.583944,-122.291488
98033,6744.9,11738.47,Warren,4993.57,KIRKLAND,WA,KING,53,033,47.673156,-122.197628
92107,6698.76,2108.99,Sanders,4589.77,SAN DIEGO,CA,SAN DIEGO,06,073,32.735009,-117.24107
63110,6693.28,2716.89,Sanders,3976.39,SAINT LOUIS,MO,SAINT LOUIS CITY,29,510,38.626588,-90.2694
98502,6668.43,3353.03,Sanders,3315.4,OLYMPIA,WA,THURSTON,53,067,47.103917,-123.05241
98070,6645.96,7583,Warren,937.04,VASHON,WA,KING,53,033,47.420728,-122.450942
95062,6592.55,4747.93,Sanders,1844.62,SANTA CRUZ,CA,SANTA CRUZ,06,087,36.97169,-121.988562
97405,6547.06,11247.24,Warren,4700.179999999999,EUGENE,OR,LANE,41,039,43.929185,-123.123934
98362,6536.5,2343,Sanders,4193.5,PORT ANGELES,WA,CLALLAM,53,009,47.99614,-123.38281
05495,6519.2,554.25,Sanders,5964.95,WILLISTON,VT,CHITTENDEN,50,007,44.424416,-73.087094
95126,6460.16,4871.78,Sanders,1588.38,SAN JOSE,CA,SANTA CLARA,06,085,37.324144,-121.915012
80301,6451.14,3420.89,Sanders,3030.2500000000005,BOULDER,CO,BOULDER,08,013,40.048024,-105.206798
60615,6381.05,8157.33,Warren,1776.2799999999997,CHICAGO,IL,COOK,17,031,41.802202,-87.600575
02906,6380.9,9656.97,Warren,3276.0699999999997,PROVIDENCE,RI,PROVIDENCE,44,007,41.83815,-71.393139
91767,6322,55,Sanders,6267,POMONA,CA,LOS ANGELES,06,037,34.085676,-117.735111
94707,6309.8,20175.57,Warren,13865.77,BERKELEY,CA,ALAMEDA,06,001,37.899439,-122.278492
11104,6296.55,797.17,Sanders,5499.38,SUNNYSIDE,NY,QUEENS,36,081,40.743528,-73.918564
93940,6270.46,1075.11,Sanders,5195.35,MONTEREY,CA,MONTEREY,06,053,36.583624,-121.836902
78704,6252.87,6201.63,Sanders,51.23999999999978,AUSTIN,TX,TRAVIS,48,453,30.241524,-97.76877
02143,6241.65,17563.2,Warren,11321.550000000001,SOMERVILLE,MA,MIDDLESEX,25,017,42.382964,-71.095574
97330,6233.82,6679.8,Warren,445.9800000000005,CORVALLIS,OR,BENTON,41,003,44.642031,-123.275878
80203,6231.61,1395.33,Sanders,4836.28,DENVER,CO,DENVER,08,031,39.732026,-104.982468
65203,6231.18,2421.54,Sanders,3809.6400000000003,COLUMBIA,MO,BOONE,29,019,38.881448,-92.397253
02142,6207.04,3810.5,Sanders,2396.54,CAMBRIDGE,MA,MIDDLESEX,25,017,42.36249,-71.080492
98104,6199.47,6033.47,Sanders,166,SEATTLE,WA,KING,53,033,47.602134,-122.328431
11101,6190.21,4386.29,Sanders,1803.92,LONG ISLAND CITY,NY,QUEENS,36,081,40.745617,-73.936038
60618,6155.98,5051.52,Sanders,1104.4599999999991,CHICAGO,IL,COOK,17,031,41.946568,-87.702884
97217,6145.05,5348.25,Sanders,796.8000000000002,PORTLAND,OR,MULTNOMAH,41,051,45.589592,-122.692988
03820,6117.5,606,Sanders,5511.5,DOVER,NH,STRAFFORD,33,017,43.187031,-70.89452
02155,6047.08,8248.5,Warren,2201.42,MEDFORD,MA,MIDDLESEX,25,017,42.424993,-71.111104
10001,6021.87,5616.41,Sanders,405.46000000000004,NEW YORK,NY,NEW YORK,36,061,40.7508,-73.996122
95816,6019.12,4652.54,Sanders,1366.58,SACRAMENTO,CA,SACRAMENTO,06,067,38.57586,-121.464416
60201,5989.33,9821.85,Warren,3832.5200000000004,EVANSTON,IL,COOK,17,031,42.056292,-87.701609
94040,5977.65,4732.32,Sanders,1245.33,MOUNTAIN VIEW,CA,SANTA CLARA,06,085,37.384756,-122.087712
02169,5965.31,1492.58,Sanders,4472.7300000000005,QUINCY,MA,NORFOLK,25,021,42.242921,-71.009972
94606,5957.49,4114.91,Sanders,1842.58,OAKLAND,CA,ALAMEDA,06,001,37.789934,-122.244436
05301,5931.29,1950.98,Sanders,3980.31,BRATTLEBORO,VT,WINDHAM,50,025,42.859824,-72.681308
95051,5880.5,1673,Sanders,4207.5,SANTA CLARA,CA,SANTA CLARA,06,085,37.350372,-121.98475
91214,5845.85,2787.17,Sanders,3058.6800000000003,LA CRESCENTA,CA,LOS ANGELES,06,037,34.231248,-118.245509
94301,5842.27,15237.67,Warren,9395.4,PALO ALTO,CA,SANTA CLARA,06,085,37.44296,-122.151198
92037,5823.4,9750.19,Warren,3926.790000000001,LA JOLLA,CA,SAN DIEGO,06,073,32.866783,-117.24824
90212,5817.4,7422.14,Warren,1604.7400000000007,BEVERLY HILLS,CA,LOS ANGELES,06,037,34.061062,-118.402054
80302,5814.64,5824.03,Warren,9.389999999999418,BOULDER,CO,BOULDER,08,013,40.048078,-105.38018
92101,5810.64,4263.46,Sanders,1547.1800000000003,SAN DIEGO,CA,SAN DIEGO,06,073,32.719907,-117.180528
11205,5790.67,7695.14,Warren,1904.4700000000003,BROOKLYN,NY,KINGS,36,047,40.694371,-73.965874
33139,5784.07,1811.5,Sanders,3972.5699999999997,MIAMI BEACH,FL,MIAMI-DADE,12,086,25.780996,-80.15267
05452,5782.05,315,Sanders,5467.05,ESSEX JUNCTION,VT,CHITTENDEN,50,007,44.510763,-73.052832
97215,5779.46,7025.09,Warren,1245.63,PORTLAND,OR,MULTNOMAH,41,051,45.513957,-122.599404
92120,5740.6,1706.5,Sanders,4034.1000000000004,SAN DIEGO,CA,SAN DIEGO,06,073,32.794906,-117.075492
11385,5716.96,840,Sanders,4876.96,RIDGEWOOD,NY,QUEENS,36,081,40.698203,-73.880444
22207,5699.55,8277.52,Warren,2577.9700000000003,ARLINGTON,VA,ARLINGTON,51,013,38.909812,-77.12016
10022,5688.43,7520,Warren,1831.5699999999997,NEW YORK,NY,NEW YORK,36,061,40.758346,-73.967997
27604,5636.99,425,Sanders,5211.99,RALEIGH,NC,WAKE,37,183,35.816936,-78.563843
95128,5626.92,1324.2,Sanders,4302.72,SAN JOSE,CA,SANTA CLARA,06,085,37.316284,-121.936394
90056,5625,480,Sanders,5145,LOS ANGELES,CA,LOS ANGELES,06,037,33.994486,-118.374313
80211,5606.52,2811.99,Sanders,2794.5300000000007,DENVER,CO,DENVER,08,031,39.764131,-105.017788
11237,5586.95,1159.62,Sanders,4427.33,BROOKLYN,NY,KINGS,36,047,40.702704,-73.918472
90035,5580.9,4667.6,Sanders,913.2999999999993,LOS ANGELES,CA,LOS ANGELES,06,037,34.052107,-118.385271
60625,5578.63,6930.93,Warren,1352.3000000000002,CHICAGO,IL,COOK,17,031,41.972002,-87.703656
95129,5572.32,2716.01,Sanders,2856.3099999999995,SAN JOSE,CA,SANTA CLARA,06,085,37.307495,-122.002234
15224,5571.5,1145.33,Sanders,4426.17,PITTSBURGH,PA,ALLEGHENY,42,003,40.46424,-79.946913
10016,5570.04,5231.39,Sanders,338.64999999999964,NEW YORK,NY,NEW YORK,36,061,40.744594,-73.978088
94115,5567.2,19844.11,Warren,14276.91,SAN FRANCISCO,CA,SAN FRANCISCO,06,075,37.78597,-122.437262
94044,5560.49,5960.53,Warren,400.03999999999996,PACIFICA,CA,SAN MATEO,06,081,37.614496,-122.482002
11249,5520.41,5473.69,Sanders,46.720000000000255,BROOKLYN,NY,KINGS,36,047,40.6933,-73.9925
20002,5507.28,14138.26,Warren,8630.98,WASHINGTON,DC,DISTRICT OF COLUMBIA,11,001,38.908089,-76.976663
91342,5481.56,915,Sanders,4566.56,SYLMAR,CA,LOS ANGELES,06,037,34.350182,-118.302561
77024,5471.28,1725,Sanders,3746.2799999999997,HOUSTON,TX,HARRIS,48,201,29.76378,-95.500466
55407,5464.52,3355.36,Sanders,2109.1600000000003,MINNEAPOLIS,MN,HENNEPIN,27,053,44.935513,-93.252926
98155,5460.46,4708.88,Sanders,751.5799999999999,SEATTLE,WA,KING,53,033,47.755304,-122.295911
97229,5459.27,4671.53,Sanders,787.7400000000007,PORTLAND,OR,WASHINGTON,41,067,45.554376,-122.811306
78758,5454.55,2933.03,Sanders,2521.52,AUSTIN,TX,TRAVIS,48,453,30.384218,-97.707203
92648,5452.53,959,Sanders,4493.53,HUNTINGTON BEACH,CA,ORANGE,06,059,33.67674,-118.02116
10128,5431.4800000000005,12518.32,Warren,7086.839999999999,NEW YORK,NY,NEW YORK,36,061,40.78154,-73.948758
92506,5429.5,2336,Sanders,3093.5,RIVERSIDE,CA,RIVERSIDE,06,065,33.93272,-117.349823
92130,5427.74,3360.44,Sanders,2067.2999999999997,SAN DIEGO,CA,SAN DIEGO,06,073,32.947024,-117.202204
95519,5406.8,619.36,Sanders,4787.4400000000005,MCKINLEYVILLE,CA,HUMBOLDT,06,023,40.957484,-124.030581
90036,5394.2300000000005,6759.13,Warren,1364.8999999999996,LOS ANGELES,CA,LOS ANGELES,06,037,34.070436,-118.350486
02116,5382.36,16384.85,Warren,11002.489999999998,BOSTON,MA,SUFFOLK,25,025,42.350571,-71.076869
92651,5346.26,5007.7,Sanders,338.5600000000004,LAGUNA BEACH,CA,ORANGE,06,059,33.545128,-117.776058
22903,5343.46,5558.54,Warren,215.07999999999993,CHARLOTTESVILLE,VA,CHARLOTTESVILLE CITY,51,540,38.002721,-78.608875
06511,5341.2,10449.02,Warren,5107.820000000001,NEW HAVEN,CT,NEW HAVEN,09,009,41.309418,-72.924686
91104,5336.9,2397.78,Sanders,2939.1199999999994,PASADENA,CA,LOS ANGELES,06,037,34.169747,-118.122206
55419,5325.42,5671.48,Warren,346.0599999999995,MINNEAPOLIS,MN,HENNEPIN,27,053,44.907535,-93.287518
11226,5324.77,3256.83,Sanders,2067.9400000000005,BROOKLYN,NY,KINGS,36,047,40.645412,-73.95873
90401,5310.19,220,Sanders,5090.19,SANTA MONICA,CA,LOS ANGELES,06,037,34.01533,-118.493592
19119,5290.42,12678.37,Warren,7387.950000000001,PHILADELPHIA,PA,PHILADELPHIA,42,101,40.052659,-75.189469
90230,5248.37,5146.33,Sanders,102.03999999999996,CULVER CITY,CA,LOS ANGELES,06,037,33.995436,-118.399869
10038,5239.39,3172.27,Sanders,2067.1200000000003,NEW YORK,NY,NEW YORK,36,061,40.708786,-74.003216
95811,5235.1,548.03,Sanders,4687.070000000001,SACRAMENTO,CA,SACRAMENTO,06,067,38.583952,-121.491028
80210,5231.63,13325.64,Warren,8094.009999999999,DENVER,CO,DENVER,08,031,39.675449,-104.964048
94061,5201.2,4479.79,Sanders,721.4099999999999,REDWOOD CITY,CA,SAN MATEO,06,081,37.463334,-122.240826
