county,fips,Booker,Buttigieg,Castro,Delaney,Gabbard,Gillibrand,Harris,Hickenlooper,Inslee,Klobuchar,Messam,O'Rourke,Sanders,Trump,Warren,Williamson,Yang
SHENANDOAH,51171,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5107.78,NA,NA,NA
SHERBURNE,27141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,11014.14,NA,NA,NA
SHERIDAN,20179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,NA,NA,NA
SHERIDAN,31161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.5,NA,NA,NA
SHERIDAN,38083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA
SHERIDAN,56033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685.32,250,NA,20
SHERMAN,20181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3026.25,NA,NA,NA
SHERMAN,41055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA
SHERMAN,48421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.99,NA,131.25,NA,NA,NA
SHIAWASSEE,26155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,4640.25,NA,500,NA
SHOSHONE,16079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1951.25,NA,NA,NA
SIBLEY,27143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957.87,NA,NA,NA
SIERRA,35051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4802.25,NA,NA,NA
SILVER BOW,30093,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2518.6,NA,NA,NA
SIMPSON,21213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4093.5,NA,NA,NA
SIMPSON,28127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172.78,NA,NA,NA
SIOUX,19167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4426.46,NA,NA,NA
SISKIYOU,06093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,6003.76,222,NA,NA
SITKA,02220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2816.9,NA,NA,NA
SKAGIT,53057,205.53,NA,NA,NA,250,NA,350,NA,7625.14,NA,NA,500,2062,17067.9,300,850,20
SKAGWAY,02230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,NA,NA
SKAMANIA,53059,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,335.25,NA,NA,NA
SMITH,20183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885,NA,NA,NA
SMITH,28129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.5,NA,NA,NA
SMITH,47159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,465.85,NA,NA,NA
SMITH,48423,163.6,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,10492.2,130,54379.219999999994,NA,500,NA
SMYTH,51173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA
SNOHOMISH,53061,125,1775,NA,NA,1175,NA,2051.46,NA,31765,12502.15,NA,2320.55,9500.76,92469.95,2720,1335,234.35
SNYDER,42109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2707.0299999999997,NA,NA,NA
SOCORRO,35053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100.6799999999998,NA,NA,NA
SOLANO,06095,234,750,1063,NA,459,NA,5407.43,NA,NA,NA,NA,1350,2391,32302.85,1000,223.17,6625
SOMERSET,23025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,1068.7,NA,NA,NA
SOMERSET,24039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324.66,NA,NA,NA
SOMERSET,34035,64839.28,300,NA,NA,6289.97,1000,2546.96,1000,525,NA,NA,NA,2005.99,72150.78,660,NA,1
SOMERSET,42111,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3350.59,NA,NA,NA
SOMERVELL,48425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.55,NA,7273.5,NA,NA,NA
SONOMA,06097,1945,14500,NA,NA,1679.97,25725,33576.87,3300,2500,7658.8,NA,4867.95,17249.94,41220.21,8390.43,350,401
SOUTHAMPTON,51175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.51,NA,NA,NA
SOUTHEAST FAIRBANKS,02240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,3153.6,NA,NA,NA
SPALDING,13255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180.1,NA,NA,NA
SPARTANBURG,45083,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,42334.11,NA,225,NA
SPENCER,18147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214.17,NA,NA,NA
SPENCER,21215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880.75,NA,NA,NA
SPINK,46115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,NA,NA,NA
SPOKANE,53063,NA,NA,NA,NA,2000,250,545,NA,4875.97,NA,NA,1250,11430.01,45393.18,2232.57,NA,500
SPOTSYLVANIA,51177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,14050.109999999999,NA,NA,NA
ST JOHN THE BAPTIST,22095,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,2168.19,NA,NA,NA
ST JOSEPH,18141,NA,140244.1,1200,NA,NA,NA,NA,NA,NA,1000,NA,NA,101,16341.81,885,NA,21
STAFFORD,20185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.5,NA,NA,NA
STAFFORD,51179,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,250,1081.99,13586.64,2700,NA,NA
STANISLAUS,06099,NA,350,NA,NA,NA,NA,3897.73,NA,NA,NA,NA,NA,4356,57662.43,475,NA,10
STANLEY,46117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
STANLY,37167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3262.01,NA,NA,NA
STARK,17175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA
STARK,38089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755,NA,NA,NA
STARK,39151,500,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,839,242005.59,250,NA,24
STARKE,18149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,689.61,NA,NA,NA
STARR,48427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.75,NA,NA,NA
STAUNTON CITY,51790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8518.65,NA,500,NA
STEARNS,27145,NA,1100,NA,NA,NA,NA,NA,NA,NA,1050,NA,600,141,8098.72,NA,NA,NA
STEELE,27147,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,3151.8,NA,NA,NA
STEELE,38091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.5,NA,NA,NA
STEPHENS,13257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1427.1799999999998,NA,NA,NA
STEPHENS,40137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,3098.94,NA,NA,NA
STEPHENS,48429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347,NA,NA,NA
STEPHENSON,17177,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,101,4664.55,NA,NA,NA
STERLING,48431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA
STEUBEN,18151,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,7559.07,NA,NA,NA
STEUBEN,36101,NA,NA,NA,NA,NA,34250,500,NA,NA,NA,NA,335.59,313.86,6061.53,250,NA,1
STEVENS,20189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2590.75,NA,NA,NA
STEVENS,27149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,NA,NA
STEVENS,53065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4534.84,NA,NA,NA
STEWART,13259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.52,NA,NA,NA
STEWART,47161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122.9,NA,NA,20
STILLWATER,30095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.22,NA,NA,1
STODDARD,29207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1453.62,NA,NA,NA
STOKES,37169,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,500,5671.780000000001,NA,NA,NA
STONE,05137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,NA,NA
STONE,28131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540.15,NA,NA,NA
STONE,29209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2930.5,NA,NA,NA
STONEWALL,48433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA
STOREY,32029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.75,NA,NA,NA
STORY,19169,NA,NA,NA,NA,NA,NA,510,NA,NA,NA,NA,NA,3213.5,7160.59,NA,NA,NA
STRAFFORD,33017,NA,600,NA,NA,331,NA,1718.87,NA,NA,NA,NA,NA,2304.1800000000003,17014.78,949,NA,751
STUTSMAN,38093,NA,NA,NA,NA,NA,NA,1092,NA,NA,NA,NA,NA,NA,355,NA,NA,NA
SUBLETTE,56035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.5,NA,NA,NA
SUFFOLK,25025,35800,18612,NA,2500,4477.969999999999,34071.95,43979.13,20698.75,2734.9,16195,NA,20635,21305.18,49497.43,71762.66,1025,9694
SUFFOLK,36103,17192.66,5550,2000,2000,3581,16350,13315.9,500,500,3250,NA,2915.12,12763.32,280159.7,7173.95,3575,3188
SUFFOLK CITY,51800,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,4832.82,NA,NA,NA
SULLIVAN,18153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.25,NA,NA,NA
SULLIVAN,33019,865,750,NA,NA,NA,NA,1063.52,NA,NA,575,NA,1000,1184,1001.23,NA,NA,NA
SULLIVAN,36105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102.99,1163.1,1181,288,NA
SULLIVAN,42113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,909.91,NA,NA,NA
SULLIVAN,47163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,241,8775.74,NA,NA,NA
SUMMIT,08117,NA,NA,NA,NA,NA,NA,NA,4100,NA,NA,NA,NA,100,8580,NA,NA,NA
SUMMIT,39153,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5135,69930.06,3100,1100,712
SUMMIT,49043,250,NA,NA,500,NA,NA,1250,NA,300,1000,NA,1465,851,18186.64,500,250,30
SUMNER,20191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470.8899999999999,NA,NA,NA
SUMNER,47165,500,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,134,23083.7,336.7,NA,20
SUMTER,12119,NA,NA,NA,NA,NA,NA,442,NA,NA,250,NA,NA,1630,37442.06,NA,NA,NA
SUMTER,13261,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521.9,NA,NA,NA
SUMTER,45085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6197.5599999999995,NA,NA,NA
SUNFLOWER,28133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874.4100000000001,NA,NA,NA
SURRY,37171,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,1077,5208.31,NA,NA,NA
SURRY,51181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
SUSQUEHANNA,42115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5120.15,NA,NA,NA
SUSSEX,10005,NA,1245,NA,NA,NA,NA,202.33,NA,NA,NA,NA,NA,186,28748.14,800,NA,NA
SUSSEX,34037,3232.28,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,500.6,1947,14901.789999999999,NA,NA,250
SUSSEX,51183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.25,NA,NA,NA
SUTTER,06101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.86,548,8566.29,NA,NA,NA
SUTTON,48435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222.5,NA,NA,NA
SUWANNEE,12121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6249.46,NA,NA,NA
SWAIN,37173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,1664.5,2800,NA,NA
SWEET GRASS,30097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,NA,NA,NA
SWEETWATER,56037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,1022.5,NA,NA,NA
SWIFT,27151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,NA,NA,NA
SWISHER,48437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5,NA,NA,NA
SWITZERLAND,18155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
TALBOT,13263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,NA,NA,NA
TALBOT,24041,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492,8954.48,250,NA,NA
TALLADEGA,01121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3999.67,NA,NA,NA
TALLAHATCHIE,28135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1174.92,NA,NA,NA
TALLAPOOSA,01123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830.75,NA,NA,NA
TAMA,19171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,135,NA,NA,NA
TANEY,29213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4445.1900000000005,NA,NA,NA
TANGIPAHOA,22105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6254.19,NA,NA,80
TAOS,35055,500,535,NA,NA,NA,250,3500,NA,NA,NA,NA,265,2911,2055,1000,NA,NA
TARRANT,48439,150,3100,2946.3,NA,17789.99,1000,21687.239999999998,12200,NA,915,NA,93979.75,6566.94,377533.99,1220.24,NA,406.01
TATE,28137,NA,NA,NA,NA,NA,NA,308.74,NA,NA,NA,NA,NA,NA,783,NA,NA,30
TATTNALL,13267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816,NA,NA,NA
TAYLOR,12123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.9,NA,NA,NA
TAYLOR,13269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA
TAYLOR,21217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130.12,NA,NA,NA
TAYLOR,48441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764.4,NA,18264.72,NA,NA,NA
TAYLOR,54091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.5,NA,NA,NA
TAYLOR,55119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.25,NA,NA,NA
TAZEWELL,17179,423.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,781,8571.92,NA,NA,NA
TAZEWELL,51185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1409.49,NA,320,NA
TEHAMA,06103,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,250,NA,3763.5,NA,NA,NA
TELFAIR,13271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,NA,NA,NA
TELLER,08119,NA,50,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,102,6570.610000000001,NA,NA,NA
TENSAS,22107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1556.75,NA,NA,NA
TERREBONNE,22109,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8622.91,NA,NA,NA
TERRELL,13273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.5,NA,NA,NA
TERRELL,48443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.75,NA,NA,NA
TERRY,48445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,NA,NA,NA
TETON,16081,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA,132,745.2,NA,NA,NA
TETON,30099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804.9200000000001,NA,NA,NA
TETON,56039,2800,1500,NA,NA,NA,325,3050,NA,NA,5600,NA,4300,NA,16151.63,NA,1000,NA
TEXAS,29215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447.17,NA,NA,NA
TEXAS,40139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645.41,NA,NA,NA
THAYER,31169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.81,NA,NA,NA
THOMAS,13275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4664.54,NA,NA,NA
THOMAS,20193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728,NA,NA,NA
THOMAS,31171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA
THURSTON,31173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
THURSTON,53067,403,750,NA,NA,NA,1656.71,3485,NA,26896.48,250,NA,220,2653,35920.14,1271.38,300,1261
TIFT,13277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121.19,NA,NA,NA
TILLAMOOK,41057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,740.25,275,NA,NA
TILLMAN,40141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,NA
TIOGA,36107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,2122.02,400,NA,NA
TIOGA,42117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3317.88,NA,NA,NA
TIPPAH,28139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3231.6,NA,NA,NA
TIPPECANOE,18157,NA,860,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,902.12,12484.36,NA,NA,10
TIPTON,18159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.81,NA,NA,NA
TIPTON,47167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7987.56,NA,NA,NA
TISHOMINGO,28141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2865.41,NA,NA,NA
TITUS,48449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,2992.25,NA,NA,NA
TOA BAJA,72137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600,NA,NA,NA
TODD,21219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA
TODD,27153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000.75,422.5,NA,NA
TOLLAND,09013,194,NA,NA,NA,250,NA,250,NA,NA,225,NA,NA,2827.5,9543.65,720,NA,NA
TOM GREEN,48451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868.95,NA,19465.13,NA,NA,NA
TOMPKINS,36109,NA,2250,NA,NA,NA,250,3560,NA,NA,1750,NA,265,4210,6392.6900000000005,1202,NA,136
TOOELE,49045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2856.4,NA,NA,NA
TOOLE,30101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230.91,NA,NA,NA
TOOMBS,13279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554.88,NA,NA,NA
TORRANCE,35057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
TOWNER,38095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.5,NA,NA,NA
TOWNS,13281,NA,NA,NA,NA,NA,NA,232.73,NA,NA,NA,NA,NA,NA,3540.1,NA,NA,NA
TRAILL,38097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.22,NA,NA,NA
TRANSYLVANIA,37175,NA,NA,NA,NA,NA,NA,589,NA,NA,NA,NA,NA,27,3402.51,NA,NA,NA
TRAVIS,48453,16057.99,27399,78540.08,NA,NA,37662.99,13455.08,43921.38,5610,47038.25,NA,408365.48,22293.43,253587.47,6790.01,1625,5463.66
TREASURE,30103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA
TREGO,20195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA
TREMPEALEAU,55121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12334.45,NA,NA,NA
TREUTLEN,13283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,NA,NA,NA
TRIGG,21221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.25,NA,NA,NA
TRIMBLE,21223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,NA,NA,NA
TRINITY,06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,NA,NA,NA
TRINITY,48455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986.75,NA,NA,NA
TRIPP,46123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.41,NA,NA,NA
TROUP,13285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,5167.639999999999,NA,NA,NA
TROUSDALE,47169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.8,NA,NA,NA
TRUJILLO ALTO,72139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.62,NA,NA,NA
TRUMBULL,39155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,28351.36,500,NA,NA
TUCKER,54093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,290,NA,NA,NA
TULARE,06107,NA,1500,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,375,41233.03,550,NA,10
TULSA,40143,NA,2275,250,1000,NA,275,220,NA,NA,NA,NA,1668.38,3544,98235.97,1516.88,312,132.92000000000002
TUNICA,28143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834.7,NA,NA,NA
TUOLUMNE,06109,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,8346.26,NA,NA,NA
TURNER,13287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.5,NA,NA,NA
TURNER,46125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.61,NA,NA,NA
TUSCALOOSA,01125,NA,250,NA,NA,1250,NA,NA,NA,NA,NA,NA,200.55,770.69,17072.14,NA,NA,10
TUSCARAWAS,39157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42686.28,NA,NA,NA
TUSCOLA,26157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2805.81,NA,NA,NA
TWIGGS,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,NA,NA,NA
TWIN FALLS,16083,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,100,15143.93,NA,NA,NA
TYLER,48457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.53,NA,NA,NA
TYLER,54095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.25,NA,NA,NA
TYRRELL,37177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1253,NA,NA,NA
UINTA,56041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1478,NA,NA,NA
UINTAH,49047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3435.78,NA,NA,NA
ULSTER,36111,2050,1500,NA,NA,425,725,6783.16,NA,NA,NA,NA,2800,7933.02,11999.19,1702.6399999999999,NA,293
UMATILLA,41059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082.96,NA,NA,NA
UNICOI,47171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.75,NA,NA,NA
UNION,05139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,6769.15,NA,NA,NA
UNION,12125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,NA,NA,NA
UNION,13291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922.4,NA,NA,NA
UNION,17181,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,700,250,899.9200000000001,250,NA,NA
UNION,18161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.5,NA,NA,NA
UNION,19175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753.75,NA,NA,NA
UNION,21225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.5,NA,NA,NA
