zipcode,city,state,state_fips,latitude,longitude,Booker,Buttigieg,Castro,Delaney,Gabbard,Gillibrand,Harris,Hickenlooper,Inslee,Klobuchar,Messam,O'Rourke,Ryan,Sanders,Trump,Warren,Williamson,Yang,county,county_fips
93303,BAKERSFIELD,CA,06,35.3736,-119.0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,NA,NA,NA,KERN,029
93304,BAKERSFIELD,CA,06,35.332259,-119.022485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620.58,NA,NA,NA,KERN,029
93305,BAKERSFIELD,CA,06,35.390686,-118.98791,NA,NA,NA,NA,NA,NA,231.52,NA,NA,NA,NA,NA,NA,125,345.77,NA,NA,NA,KERN,029
93306,BAKERSFIELD,CA,06,35.42552,-118.865575,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,6717.24,NA,NA,NA,KERN,029
93307,BAKERSFIELD,CA,06,35.18192,-118.904576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737.68,NA,NA,NA,KERN,029
93308,BAKERSFIELD,CA,06,35.54207,-118.939604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.5,5338.04,NA,NA,NA,KERN,029
93309,BAKERSFIELD,CA,06,35.348422,-119.064343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,5263.55,NA,NA,NA,KERN,029
93311,BAKERSFIELD,CA,06,35.21092,-119.202956,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,321,12664.84,NA,NA,NA,KERN,029
93312,BAKERSFIELD,CA,06,35.389461,-119.11982,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239.91,NA,NA,NA,KERN,029
93313,BAKERSFIELD,CA,06,35.156362,-119.046687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045.78,NA,NA,NA,KERN,029
93314,BAKERSFIELD,CA,06,35.404306,-119.237126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2490.9,NA,NA,NA,KERN,029
93380,BAKERSFIELD,CA,06,35.3736,-119.0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.4,NA,NA,NA,KERN,029
93384,BAKERSFIELD,CA,06,35.3736,-119.0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853.5,NA,NA,NA,KERN,029
93386,BAKERSFIELD,CA,06,35.3736,-119.0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.75,NA,NA,NA,KERN,029
93388,BAKERSFIELD,CA,06,35.3736,-119.0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.5,NA,NA,NA,KERN,029
93389,BAKERSFIELD,CA,06,35.3736,-119.0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.5,NA,NA,NA,KERN,029
93390,BAKERSFIELD,CA,06,35.3813,-119.0123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.75,NA,NA,NA,KERN,029
93401,SAN LUIS OBISPO,CA,06,35.254169,-120.620655,NA,2800,NA,NA,NA,NA,7339.79,NA,NA,NA,NA,NA,NA,50,1345.57,590,NA,1045,SAN LUIS OBISPO,079
93402,LOS OSOS,CA,06,35.302616,-120.808914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3613.37,NA,NA,10,SAN LUIS OBISPO,079
93403,SAN LUIS OBISPO,CA,06,35.2828,-120.6587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1673.75,350,NA,NA,SAN LUIS OBISPO,079
93405,SAN LUIS OBISPO,CA,06,35.26924,-120.76007,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,6994.56,NA,NA,NA,SAN LUIS OBISPO,079
93406,SAN LUIS OBISPO,CA,06,35.2828,-120.6587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,SAN LUIS OBISPO,079
93412,LOS OSOS,CA,06,35.3112,-120.8314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,NA,NA,NA,NA,SAN LUIS OBISPO,079
93420,ARROYO GRANDE,CA,06,35.156033,-120.365217,NA,NA,NA,NA,NA,NA,756,NA,NA,NA,NA,NA,NA,100,10101.37,NA,NA,100,SAN LUIS OBISPO,079
93421,ARROYO GRANDE,CA,06,35.1188,-120.5899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.5,NA,NA,NA,SAN LUIS OBISPO,079
93422,ATASCADERO,CA,06,35.45764,-120.680251,NA,NA,NA,NA,NA,NA,926.72,NA,225,NA,NA,NA,NA,27,6155.61,NA,NA,NA,SAN LUIS OBISPO,079
93423,ATASCADERO,CA,06,35.4896,-120.6698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.54,NA,NA,NA,SAN LUIS OBISPO,079
93424,AVILA BEACH,CA,06,35.188374,-120.729238,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337.5,NA,NA,NA,SAN LUIS OBISPO,079
93426,BRADLEY,CA,06,35.916375,-121.013606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,NA,NA,NA,MONTEREY,053
93427,BUELLTON,CA,06,34.650996,-120.222787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.25,NA,NA,NA,SANTA BARBARA,083
93428,CAMBRIA,CA,06,35.584744,-120.994319,NA,NA,NA,NA,NA,NA,500,NA,NA,250,NA,NA,NA,105,1501.29,300,NA,5,SAN LUIS OBISPO,079
93430,CAYUCOS,CA,06,35.482734,-120.914676,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,250,NA,NA,705.5,NA,NA,NA,SAN LUIS OBISPO,079
93432,CRESTON,CA,06,35.48086,-120.50173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,SAN LUIS OBISPO,079
93433,GROVER BEACH,CA,06,35.120852,-120.622352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2709.9,4417.5,NA,NA,NA,SAN LUIS OBISPO,079
93435,HARMONY,CA,06,35.49708,-121.026901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,NA,NA,NA,SAN LUIS OBISPO,079
93436,LOMPOC,CA,06,34.607288,-120.372903,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,76,4225.92,NA,NA,NA,SANTA BARBARA,083
93438,LOMPOC,CA,06,34.6394,-120.4567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,249,NA,NA,NA,SANTA BARBARA,083
93440,LOS ALAMOS,CA,06,34.762271,-120.268335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,SANTA BARBARA,083
93441,LOS OLIVOS,CA,06,34.723586,-120.077537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,20,SANTA BARBARA,083
93442,MORRO BAY,CA,06,35.399229,-120.784776,NA,NA,559.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1256.43,475,300,NA,SAN LUIS OBISPO,079
93443,MORRO BAY,CA,06,35.3655,-120.8487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,261.15,NA,NA,NA,SAN LUIS OBISPO,079
93444,NIPOMO,CA,06,35.039594,-120.504725,NA,150,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,8757.49,NA,NA,NA,SAN LUIS OBISPO,079
93446,PASO ROBLES,CA,06,35.650598,-120.744443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,8413.63,NA,1699.29,NA,SAN LUIS OBISPO,079
93447,PASO ROBLES,CA,06,35.666434,-120.645064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,NA,NA,NA,SAN LUIS OBISPO,079
93448,PISMO BEACH,CA,06,35.1426,-120.6403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.65,NA,NA,NA,SAN LUIS OBISPO,079
93449,PISMO BEACH,CA,06,35.156442,-120.659886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,2164.98,NA,NA,NA,SAN LUIS OBISPO,079
93450,SAN ARDO,CA,06,36.084272,-120.829852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562.05,NA,NA,NA,MONTEREY,053
93451,SAN MIGUEL,CA,06,35.880954,-120.472684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,NA,NA,NA,SAN LUIS OBISPO,079
93452,SAN SIMEON,CA,06,35.695289,-121.158428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,SAN LUIS OBISPO,079
93453,SANTA MARGARITA,CA,06,35.230168,-120.106174,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,114,NA,NA,NA,SAN LUIS OBISPO,079
93454,SANTA MARIA,CA,06,34.928658,-120.22762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.1,NA,NA,NA,SANTA BARBARA,083
93455,SANTA MARIA,CA,06,34.806934,-120.391421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,3232.97,NA,NA,NA,SANTA BARBARA,083
93456,SANTA MARIA,CA,06,34.9532,-120.4348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.33,NA,NA,NA,SANTA BARBARA,083
93457,SANTA MARIA,CA,06,34.8654,-120.4351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,SANTA BARBARA,083
93458,SANTA MARIA,CA,06,34.955614,-120.499379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.75,NA,NA,1,SANTA BARBARA,083
93460,SANTA YNEZ,CA,06,34.702528,-119.982506,NA,NA,NA,NA,NA,NA,1250,NA,NA,NA,NA,NA,NA,161,11974.55,NA,NA,NA,SANTA BARBARA,083
93463,SOLVANG,CA,06,34.603404,-120.12301,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,1007.2,NA,500,NA,SANTA BARBARA,083
93464,SOLVANG,CA,06,34.5959,-120.1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.25,NA,NA,NA,SANTA BARBARA,083
93465,TEMPLETON,CA,06,35.529975,-120.718095,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,7788.44,NA,NA,230,SAN LUIS OBISPO,079
93501,MOJAVE,CA,06,35.083009,-118.170632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,KERN,029
93502,MOJAVE,CA,06,35.0528,-118.1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.75,NA,NA,NA,KERN,029
93504,CALIFORNIA CITY,CA,06,35.1256,-117.9853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,KERN,029
93505,CALIFORNIA CITY,CA,06,35.191223,-117.834936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.15999999999997,NA,NA,NA,KERN,029
93510,ACTON,CA,06,34.467941,-118.182404,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,933.94,NA,NA,NA,LOS ANGELES,037
93513,BIG PINE,CA,06,37.270172,-117.945086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358.75,NA,NA,NA,INYO,027
93514,BISHOP,CA,06,37.50606,-118.377415,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,250,188.9,NA,NA,233.43,INYO,027
93515,BISHOP,CA,06,37.3637,-118.3944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4477.280000000001,NA,NA,NA,INYO,027
93516,BORON,CA,06,35.01879,-117.667921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.82,NA,NA,NA,KERN,029
93518,CALIENTE,CA,06,35.380902,-118.427534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,NA,NA,NA,KERN,029
93523,EDWARDS,CA,06,34.983063,-117.885774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,375,NA,NA,NA,KERN,029
93526,INDEPENDENCE,CA,06,36.875807,-117.91238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,INYO,027
93527,INYOKERN,CA,06,35.721447,-117.94727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.5,NA,NA,NA,KERN,029
93534,LANCASTER,CA,06,34.73325,-118.149194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,6484.47,NA,NA,NA,LOS ANGELES,037
93535,LANCASTER,CA,06,34.719866,-117.903558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.9,4722.32,NA,NA,NA,LOS ANGELES,037
93536,LANCASTER,CA,06,34.725516,-118.484769,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,205,7033.19,NA,NA,NA,LOS ANGELES,037
93539,LANCASTER,CA,06,34.6982,-118.1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3088,NA,NA,NA,LOS ANGELES,037
93543,LITTLEROCK,CA,06,34.49777,-117.932399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,LOS ANGELES,037
93545,LONE PINE,CA,06,36.265216,-117.979614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,INYO,027
93546,MAMMOTH LAKES,CA,06,37.651343,-118.888918,NA,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,300,NA,250,NA,MONO,051
93550,PALMDALE,CA,06,34.483586,-118.060418,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,NA,NA,3314,NA,NA,NA,LOS ANGELES,037
93551,PALMDALE,CA,06,34.579825,-118.243456,NA,100,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,150,16605.28,NA,NA,1,LOS ANGELES,037
93552,PALMDALE,CA,06,34.561682,-118.021226,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,826.74,NA,NA,NA,LOS ANGELES,037
93553,PEARBLOSSOM,CA,06,34.456671,-117.88763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,LOS ANGELES,037
93554,RANDSBURG,CA,06,35.409073,-117.723998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,KERN,029
93555,RIDGECREST,CA,06,35.6843,-117.415407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,5027.92,NA,NA,NA,KERN,029
93556,RIDGECREST,CA,06,35.6513,-117.6626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,KERN,029
93560,ROSAMOND,CA,06,34.94433,-118.495187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.5,NA,NA,NA,KERN,029
93561,TEHACHAPI,CA,06,35.148304,-118.479216,250,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,4331,319.81,NA,NA,KERN,029
93562,TRONA,CA,06,35.664973,-117.379417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,SAN BERNARDINO,071
93581,TEHACHAPI,CA,06,35.1322,-118.4484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,KERN,029
93584,LANCASTER,CA,06,34.6981,-118.1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,LOS ANGELES,037
93590,PALMDALE,CA,06,34.5797,-118.1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.65,NA,NA,NA,LOS ANGELES,037
93592,TRONA,CA,06,35.7629,-117.3718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,SAN BERNARDINO,071
93601,AHWAHNEE,CA,06,37.372315,-119.735979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569,NA,NA,NA,MADERA,039
93602,AUBERRY,CA,06,37.079567,-119.417712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.35,NA,NA,NA,FRESNO,019
93604,BASS LAKE,CA,06,37.32145,-119.551829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.5,NA,NA,NA,MADERA,039
93609,CARUTHERS,CA,06,36.528618,-119.863402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,FRESNO,019
93610,CHOWCHILLA,CA,06,37.087602,-120.266722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.5,NA,NA,NA,MADERA,039
93611,CLOVIS,CA,06,36.826126,-119.678881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12110.369999999999,NA,NA,NA,FRESNO,019
93612,CLOVIS,CA,06,36.8104,-119.713282,NA,500,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,293,2026.5,NA,NA,NA,FRESNO,019
93613,CLOVIS,CA,06,36.8253,-119.7019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,FRESNO,019
93614,COARSEGOLD,CA,06,37.194582,-119.726352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,991.77,NA,NA,NA,MADERA,039
93618,DINUBA,CA,06,36.523751,-119.394903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3517.85,NA,NA,NA,TULARE,107
93619,CLOVIS,CA,06,36.928825,-119.577571,NA,NA,NA,NA,NA,NA,234.11,NA,NA,NA,NA,NA,NA,127,7516.4,NA,NA,NA,FRESNO,019
93620,DOS PALOS,CA,06,37.05757,-120.623484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,MERCED,047
93622,FIREBAUGH,CA,06,36.847479,-120.558028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1095,NA,NA,NA,FRESNO,019
93624,FIVE POINTS,CA,06,36.389576,-120.129948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.92,NA,NA,NA,FRESNO,019
93625,FOWLER,CA,06,36.62102,-119.655535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,FRESNO,019
93626,FRIANT,CA,06,37.06178,-119.648763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.32999999999998,NA,NA,NA,FRESNO,019
93630,KERMAN,CA,06,36.694423,-120.179359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.5,NA,NA,NA,FRESNO,019
93631,KINGSBURG,CA,06,36.487668,-119.502982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2722.64,NA,NA,NA,FRESNO,019
93635,LOS BANOS,CA,06,36.985942,-120.97594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870.9,NA,NA,NA,MERCED,047
93636,MADERA,CA,06,36.976845,-119.87014,NA,NA,NA,NA,NA,NA,8400,NA,NA,NA,NA,NA,NA,NA,1133,NA,NA,NA,MADERA,039
93637,MADERA,CA,06,36.912042,-120.157606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2537.84,NA,NA,NA,MADERA,039
93638,MADERA,CA,06,37.022736,-120.04309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891.97,NA,NA,NA,MADERA,039
93643,NORTH FORK,CA,06,37.278769,-119.473788,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,186.75,NA,NA,NA,MADERA,039
93644,OAKHURST,CA,06,37.41541,-119.51079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735.61,NA,NA,NA,MADERA,039
93648,PARLIER,CA,06,36.6183,-119.521296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,FRESNO,019
93650,FRESNO,CA,06,36.842406,-119.803114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,FRESNO,019
93651,PRATHER,CA,06,37.00458,-119.529258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175.25,NA,NA,NA,FRESNO,019
93653,RAYMOND,CA,06,37.255922,-119.973955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.59000000000003,NA,NA,NA,MADERA,039
93654,REEDLEY,CA,06,36.661853,-119.380455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4610.22,NA,NA,NA,FRESNO,019
93656,RIVERDALE,CA,06,36.465378,-119.921821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,FRESNO,019
93657,SANGER,CA,06,36.822159,-119.403493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6620,NA,NA,NA,FRESNO,019
93660,SAN JOAQUIN,CA,06,36.607106,-120.177398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,FRESNO,019
93662,SELMA,CA,06,36.554282,-119.642647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.75,NA,NA,NA,FRESNO,019
93664,SHAVER LAKE,CA,06,37.148508,-119.058174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,FRESNO,019
93668,TRANQUILLITY,CA,06,36.668542,-120.296743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,NA,NA,NA,FRESNO,019
93669,WISHON,CA,06,37.277106,-119.555693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,MADERA,039
93675,SQUAW VALLEY,CA,06,36.742289,-119.192664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,30.4,NA,NA,NA,FRESNO,019
93702,FRESNO,CA,06,36.741234,-119.752314,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,312,NA,NA,NA,FRESNO,019
93703,FRESNO,CA,06,36.768629,-119.761159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4287,NA,NA,NA,FRESNO,019
93704,FRESNO,CA,06,36.801012,-119.802007,NA,250,NA,NA,NA,NA,430.25,NA,NA,NA,NA,NA,NA,104,3064.69,550,NA,1,FRESNO,019
93705,FRESNO,CA,06,36.786462,-119.828222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,177.75,NA,NA,NA,FRESNO,019
93706,FRESNO,CA,06,36.641254000000004,-119.904763,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,3305,NA,NA,NA,FRESNO,019
93710,FRESNO,CA,06,36.82308,-119.758917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,3726.76,NA,NA,NA,FRESNO,019
93711,FRESNO,CA,06,36.842136000000004,-119.828492,NA,NA,NA,NA,NA,NA,1500,250,NA,250,NA,NA,NA,2750,14054.93,1400,NA,NA,FRESNO,019
93720,FRESNO,CA,06,36.861368,-119.761194,NA,NA,NA,NA,NA,NA,2250,NA,NA,NA,NA,NA,NA,107,5352.61,NA,NA,NA,FRESNO,019
93721,FRESNO,CA,06,36.729242,-119.788794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,FRESNO,019
93722,FRESNO,CA,06,36.804425,-119.888939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3137.76,NA,NA,NA,FRESNO,019
93723,FRESNO,CA,06,36.78786,-119.952447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.6,NA,NA,NA,FRESNO,019
93725,FRESNO,CA,06,36.605712,-119.718529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.33,NA,NA,NA,FRESNO,019
93726,FRESNO,CA,06,36.793996,-119.759006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157,NA,NA,NA,FRESNO,019
93727,FRESNO,CA,06,36.754114,-119.673254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,2872.05,NA,NA,NA,FRESNO,019
93728,FRESNO,CA,06,36.757392,-119.817429,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,256,NA,NA,NA,NA,FRESNO,019
93729,FRESNO,CA,06,36.7475,-119.7716,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,151,400,NA,NA,NA,FRESNO,019
93730,FRESNO,CA,06,36.905141,-119.760045,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8633.29,NA,NA,NA,FRESNO,019
93737,FRESNO,CA,06,36.750574,-119.657832,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,2402.86,250,NA,NA,FRESNO,019
93745,FRESNO,CA,06,36.7109,-119.7575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,NA,NA,NA,FRESNO,019
93755,FRESNO,CA,06,36.7475,-119.7716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,FRESNO,019
93771,FRESNO,CA,06,36.7475,-119.7716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,FRESNO,019
93790,FRESNO,CA,06,36.7475,-119.7716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.53,NA,NA,NA,FRESNO,019
93901,SALINAS,CA,06,36.660311,-121.649774,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,177,1187.19,NA,NA,NA,MONTEREY,053
