zipcode,city,state,state_fips,latitude,longitude,Booker,Buttigieg,Castro,Delaney,Gabbard,Gillibrand,Harris,Hickenlooper,Inslee,Klobuchar,Messam,O'Rourke,Ryan,Sanders,Trump,Warren,Williamson,Yang,county,county_fips
90002,LOS ANGELES,CA,06,33.949009,-118.245976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,3,LOS ANGELES,037
90003,LOS ANGELES,CA,06,33.964032,-118.273705,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,348.94,NA,NA,914.25,NA,NA,NA,LOS ANGELES,037
90004,LOS ANGELES,CA,06,34.076067,-118.310767,1000,2700,500,NA,NA,800,41105,500,260,2350,NA,2486.59,NA,3410.56,4477.15,4031,1100,70,LOS ANGELES,037
90005,LOS ANGELES,CA,06,34.058384,-118.311342,NA,100,NA,NA,NA,500,2250,NA,NA,NA,NA,NA,NA,NA,571.3,350,600,1,LOS ANGELES,037
90006,LOS ANGELES,CA,06,34.047604,-118.292271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,714,NA,NA,NA,LOS ANGELES,037
90007,LOS ANGELES,CA,06,34.02654,-118.282786,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,151,98.25,NA,NA,NA,LOS ANGELES,037
90008,LOS ANGELES,CA,06,34.006924,-118.345668,NA,NA,NA,NA,NA,NA,13270,NA,NA,225,NA,NA,NA,374,225,NA,NA,50,LOS ANGELES,037
90009,LOS ANGELES,CA,06,34.0522,-118.2425,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,LOS ANGELES,037
90010,LOS ANGELES,CA,06,34.063288,-118.312069,NA,NA,NA,NA,250,NA,15082.73,NA,NA,NA,NA,NA,NA,NA,NA,282.5,500,NA,LOS ANGELES,037
90011,LOS ANGELES,CA,06,34.009842,-118.258642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.81,NA,NA,NA,LOS ANGELES,037
90012,LOS ANGELES,CA,06,34.065549,-118.24054,NA,NA,NA,NA,NA,NA,3300,NA,NA,NA,NA,691.79,NA,1951.92,7927.75,NA,NA,3010,LOS ANGELES,037
90013,LOS ANGELES,CA,06,34.045639,-118.241644,1000,NA,NA,NA,NA,NA,9327.72,NA,NA,250,NA,NA,NA,451,195.5,NA,2800,NA,LOS ANGELES,037
90014,LOS ANGELES,CA,06,34.043027,-118.252267,NA,NA,NA,NA,NA,NA,27610,NA,NA,NA,NA,500,NA,135,NA,350,NA,NA,LOS ANGELES,037
90015,LOS ANGELES,CA,06,34.040499,-118.267022,NA,NA,NA,NA,NA,500,5850,500,NA,1250,NA,250.99,NA,250,218.82999999999998,NA,NA,NA,LOS ANGELES,037
90016,LOS ANGELES,CA,06,34.029034,-118.357757,NA,NA,NA,NA,NA,NA,6550,NA,NA,NA,NA,NA,NA,505,28,500,NA,150,LOS ANGELES,037
90017,LOS ANGELES,CA,06,34.05285,-118.264858,1000,2500,NA,NA,NA,NA,9700,NA,NA,2800,NA,500,NA,150,6493,1293.37,NA,510,LOS ANGELES,037
90018,LOS ANGELES,CA,06,34.027281,-118.317659,NA,NA,NA,NA,NA,NA,3300,NA,NA,NA,NA,NA,NA,996,3615.75,NA,NA,NA,LOS ANGELES,037
90019,LOS ANGELES,CA,06,34.048545,-118.339502,1000,750,NA,NA,NA,NA,16103.66,NA,NA,NA,NA,250,NA,502,1333.88,NA,NA,1,LOS ANGELES,037
90020,LOS ANGELES,CA,06,34.066086,-118.311404,3800,NA,NA,NA,NA,3300,22688.09,NA,NA,1000,NA,500,250,NA,2302.75,NA,NA,NA,LOS ANGELES,037
90021,LOS ANGELES,CA,06,34.029837,-118.240344,NA,NA,NA,NA,NA,NA,2165.79,NA,NA,NA,NA,NA,NA,138,525,NA,NA,5,LOS ANGELES,037
90022,LOS ANGELES,CA,06,34.029386,-118.151264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324.18,NA,NA,NA,LOS ANGELES,037
90023,LOS ANGELES,CA,06,34.017238,-118.200211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,914.9200000000001,NA,NA,NA,LOS ANGELES,037
90024,LOS ANGELES,CA,06,34.065677,-118.434088,20700,7700,3200,NA,14775,750,60252.52,2800,2800,5400,NA,7477.8,NA,4469,14696.1,1650,3950,NA,LOS ANGELES,037
90025,LOS ANGELES,CA,06,34.045358,-118.443574,5200,2150,5850,NA,2800,2800,19355.83,NA,NA,15250,NA,3272.18,500,928.14,10360.45,2800,NA,34,LOS ANGELES,037
90026,LOS ANGELES,CA,06,34.076068,-118.262339,2700,5000,1100,NA,1589.99,1500,15058.33,NA,NA,1031.74,NA,1600,NA,5113.1,2385.5,1394.33,NA,264,LOS ANGELES,037
90027,LOS ANGELES,CA,06,34.128046,-118.289065,NA,2385,380,500,800,750,32541.36,NA,NA,NA,NA,1854.8,NA,4504,1367.65,1300,2700,2218.43,LOS ANGELES,037
90028,LOS ANGELES,CA,06,34.099603,-118.327532,2700,708.23,NA,NA,NA,3800,9409.99,NA,2800,NA,NA,1250,NA,1616,1764.58,673,600,40,LOS ANGELES,037
90029,LOS ANGELES,CA,06,34.089679,-118.292618,500,NA,1100,NA,NA,NA,980,NA,NA,NA,NA,NA,NA,374,3223.25,575,5555,1005,LOS ANGELES,037
90031,LOS ANGELES,CA,06,34.07913,-118.218128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,NA,300,NA,LOS ANGELES,037
90032,LOS ANGELES,CA,06,34.082594,-118.177274,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,1726,1259.5,NA,NA,NA,LOS ANGELES,037
90033,LOS ANGELES,CA,06,34.049662,-118.211313,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,LOS ANGELES,037
90034,LOS ANGELES,CA,06,34.029334,-118.399406,585.53,1500,NA,NA,750,2800,9125,NA,NA,NA,NA,2909.79,NA,1440,26658.5,701.06,NA,251,LOS ANGELES,037
90035,LOS ANGELES,CA,06,34.052107,-118.385271,25,1825,NA,NA,NA,NA,5746.72,NA,NA,NA,NA,NA,NA,181,2088.75,775,876.76,NA,LOS ANGELES,037
90036,LOS ANGELES,CA,06,34.070436,-118.350486,750,451.71000000000004,NA,NA,NA,3700,13905.79,NA,NA,NA,NA,627.8,250,3008.86,4051,2153.68,2700,252,LOS ANGELES,037
90037,LOS ANGELES,CA,06,34.00329,-118.28894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,LOS ANGELES,037
90038,LOS ANGELES,CA,06,34.089167,-118.32715,NA,2800,NA,NA,NA,NA,8247.61,NA,NA,NA,NA,1000,NA,795,1628.9,NA,NA,2600,LOS ANGELES,037
90039,LOS ANGELES,CA,06,34.12059,-118.255117,1500,2855,NA,NA,NA,1000,8800,NA,NA,NA,NA,500,NA,3887.71,1483.14,2400,NA,701,LOS ANGELES,037
90040,LOS ANGELES,CA,06,33.994062,-118.152349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.74,NA,NA,29.71,332.38,NA,NA,LOS ANGELES,037
90041,LOS ANGELES,CA,06,34.1341,-118.205333,NA,NA,500,NA,250,500,5601.71,NA,NA,NA,NA,NA,NA,1172,1452.9,500,NA,NA,LOS ANGELES,037
90042,LOS ANGELES,CA,06,34.113302,-118.191494,460,1000,250,NA,219.96,NA,4160,NA,NA,NA,NA,NA,NA,351,2648.78,250,NA,275.35,LOS ANGELES,037
90043,LOS ANGELES,CA,06,33.985471,-118.337998,500,NA,NA,NA,NA,NA,17200,NA,NA,NA,NA,NA,NA,NA,174.9,319.05,NA,NA,LOS ANGELES,037
90044,LOS ANGELES,CA,06,33.953125,-118.291963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,28,NA,NA,NA,LOS ANGELES,037
90045,LOS ANGELES,CA,06,33.955074,-118.402,NA,2000,NA,NA,6600,NA,14726.71,NA,500,NA,NA,550,NA,2775,3314.06,500,205,NA,LOS ANGELES,037
90046,LOS ANGELES,CA,06,34.10727,-118.36889,7628,10963.71,NA,2700,500,6905,55766.1,NA,NA,1843.05,NA,2155,2275,6403.36,8059.64,955.36,1345,1046.9299999999998,LOS ANGELES,037
90047,LOS ANGELES,CA,06,33.953042,-118.309428,NA,NA,NA,NA,NA,NA,3100,NA,NA,NA,NA,500,NA,NA,135,NA,NA,NA,LOS ANGELES,037
90048,LOS ANGELES,CA,06,34.070997,-118.376175,9350,1725,11200,500,500,1400,34491.98,NA,NA,2950,NA,415,NA,2884,8859.18,300,3399.8,10,LOS ANGELES,037
90049,LOS ANGELES,CA,06,34.086348,-118.48826,40905.53,13200,750,5950,11924.99,20750,120698.72,500,1775,12000,NA,6891.99,4000,6776,38535.83,NA,2360,NA,LOS ANGELES,037
90051,LOS ANGELES,CA,06,34.0522,-118.2429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.2,NA,NA,NA,LOS ANGELES,037
90056,LOS ANGELES,CA,06,33.994486,-118.374313,500,1500,NA,NA,2825,NA,6000,NA,NA,NA,NA,NA,500,101,523.5,330,NA,NA,LOS ANGELES,037
90057,LOS ANGELES,CA,06,34.062349,-118.27615,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,LOS ANGELES,037
90058,LOS ANGELES,CA,06,34.001856,-118.212618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,525,NA,NA,NA,LOS ANGELES,037
90062,LOS ANGELES,CA,06,34.003654,-118.309719,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,200,692.75,NA,NA,NA,LOS ANGELES,037
90063,LOS ANGELES,CA,06,34.043832,-118.187484,NA,NA,NA,NA,NA,NA,280.63,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,LOS ANGELES,037
90064,LOS ANGELES,CA,06,34.037084,-118.427894,11400,3953.1,NA,2700,2700,5600,51985.85,6100,NA,3390,NA,3915,NA,7623.59,2490.52,750,300,161,LOS ANGELES,037
90065,LOS ANGELES,CA,06,34.111484,-118.228648,1200.09,NA,NA,NA,NA,250,3250,NA,NA,NA,NA,NA,NA,3151,1140.07,2205,227.25,250,LOS ANGELES,037
90066,LOS ANGELES,CA,06,34.00015,-118.432598,3054,1150,250,NA,NA,NA,12850,NA,NA,401.75,NA,3300,525,4187,4797.5,720,NA,658.63,LOS ANGELES,037
90067,LOS ANGELES,CA,06,34.05775,-118.4138,17030,3582.69,NA,NA,983.99,2800,75465.68,500,NA,6600,NA,3850,NA,3288,7962.92,3050,500,2700,LOS ANGELES,037
90068,LOS ANGELES,CA,06,34.129853,-118.335456,3750,7600,NA,NA,NA,NA,38323.85,1000,250,2000,NA,3250,NA,1973.16,5668.94,750,NA,NA,LOS ANGELES,037
90069,WEST HOLLYWOOD,CA,06,34.094175,-118.38091,21000,19225,250,9100,NA,8400,46135.94,2800,NA,3800,NA,2263.78,1000,981,20394.77,550,6998.86,1000,LOS ANGELES,037
90071,LOS ANGELES,CA,06,34.052456,-118.255309,1000,NA,NA,NA,NA,2700,10000,NA,NA,NA,NA,NA,NA,NA,528.6800000000001,NA,NA,NA,LOS ANGELES,037
90073,LOS ANGELES,CA,06,34.059232,-118.451407,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,LOS ANGELES,037
90076,LOS ANGELES,CA,06,34.0522,-118.2429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,LOS ANGELES,037
90077,LOS ANGELES,CA,06,34.102676,-118.452472,8950,250,2800,NA,5600,250,31550,NA,250,NA,NA,1550,NA,1000,12824.97,350,1555,NA,LOS ANGELES,037
90078,LOS ANGELES,CA,06,34.0522,-118.2429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2105,NA,NA,NA,LOS ANGELES,037
90086,LOS ANGELES,CA,06,34.0522,-118.2429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.55,NA,NA,NA,LOS ANGELES,037
90094,PLAYA VISTA,CA,06,33.976228,-118.417096,500,828,NA,NA,NA,NA,5884.33,250,NA,NA,NA,250,NA,74,401.25,NA,500,NA,LOS ANGELES,037
90095,LOS ANGELES,CA,06,34.071042,-118.443236,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,NA,5000,NA,NA,LOS ANGELES,037
90201,BELL GARDENS,CA,06,33.976168,-118.167642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,652.5,NA,NA,NA,LOS ANGELES,037
90209,BEVERLY HILLS,CA,06,34.0738,-118.3994,NA,NA,NA,NA,NA,NA,5400,NA,NA,NA,NA,NA,NA,500,1570,NA,NA,NA,LOS ANGELES,037
90210,BEVERLY HILLS,CA,06,34.103131,-118.416253,16713.25,5200,NA,NA,1500,16750,115815.78,1500,NA,25700,NA,2667.8,NA,4911,62589.19,1650,6600,NA,LOS ANGELES,037
90211,BEVERLY HILLS,CA,06,34.064588,-118.381369,500,3550,NA,NA,NA,250,47786,NA,NA,2475,NA,1000,NA,1104.7,11563.56,NA,NA,1,LOS ANGELES,037
90212,BEVERLY HILLS,CA,06,34.061062,-118.402054,5808.25,510,NA,2700,NA,7600,33754.24,NA,NA,7100,NA,5000,NA,1000,20507.42,701,2700,NA,LOS ANGELES,037
90213,BEVERLY HILLS,CA,06,34.0738,-118.3994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,28,NA,NA,NA,LOS ANGELES,037
90220,COMPTON,CA,06,33.875014,-118.240778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,LOS ANGELES,037
90221,COMPTON,CA,06,33.880072,-118.20127599999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,LOS ANGELES,037
90222,COMPTON,CA,06,33.913738,-118.2355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,75,NA,NA,NA,LOS ANGELES,037
90230,CULVER CITY,CA,06,33.995436,-118.399869,NA,2250,250,NA,NA,2237,9557.03,NA,NA,NA,NA,1384.1399999999999,NA,818,8330.85,1250,NA,500,LOS ANGELES,037
90231,CULVER CITY,CA,06,34.0212,-118.3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,NA,NA,NA,LOS ANGELES,037
90232,CULVER CITY,CA,06,34.019322,-118.393494,NA,1500,2000,NA,NA,2800,12296.02,NA,NA,NA,NA,1225,NA,1230,1059,1250,NA,1,LOS ANGELES,037
90239,DOWNEY,CA,06,33.94,-118.1319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,LOS ANGELES,037
90240,DOWNEY,CA,06,33.955889,-118.118868,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,3,842,NA,NA,NA,LOS ANGELES,037
90241,DOWNEY,CA,06,33.938979,-118.125611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3541.36,NA,NA,NA,LOS ANGELES,037
90242,DOWNEY,CA,06,33.923122,-118.139078,NA,NA,NA,NA,216.99,NA,500,NA,NA,NA,NA,210,NA,NA,968.5,NA,NA,NA,LOS ANGELES,037
90245,EL SEGUNDO,CA,06,33.916064,-118.404075,NA,500,NA,NA,1000,NA,2349.12,NA,NA,NA,NA,NA,NA,1104,4327.76,243.9,1611.5,1,LOS ANGELES,037
90247,GARDENA,CA,06,33.894633,-118.299208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,2407.65,NA,NA,NA,LOS ANGELES,037
90248,GARDENA,CA,06,33.88136,-118.285595,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,63.94,382.25,NA,NA,NA,LOS ANGELES,037
90249,GARDENA,CA,06,33.899712,-118.317669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.64,NA,NA,NA,LOS ANGELES,037
90250,HAWTHORNE,CA,06,33.912776,-118.345632,NA,250,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,750,4295.04,250,NA,NA,LOS ANGELES,037
90254,HERMOSA BEACH,CA,06,33.864786,-118.397186,NA,2800,250,NA,NA,NA,2450,NA,NA,3550,NA,3550,NA,28,2566.71,NA,305,30,LOS ANGELES,037
90255,HUNTINGTON PARK,CA,06,33.977482,-118.212979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,4,NA,NA,NA,LOS ANGELES,037
90260,LAWNDALE,CA,06,33.887418,-118.356098,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,150,563.75,NA,NA,NA,LOS ANGELES,037
90262,LYNWOOD,CA,06,33.925311,-118.203077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729,NA,NA,NA,LOS ANGELES,037
90265,MALIBU,CA,06,34.063714,-118.789759,NA,350,876,NA,1000,2700,17083.65,NA,2500,1000,NA,800,1300,4981,15818.38,3287.3,3025,NA,LOS ANGELES,037
90266,MANHATTAN BEACH,CA,06,33.889494,-118.400897,11300,5400,NA,2700,6255,1000,15544.09,NA,NA,250,NA,NA,NA,1000,18139.06,290,NA,1000,LOS ANGELES,037
90267,MANHATTAN BEACH,CA,06,33.8899,-118.4016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,LOS ANGELES,037
90272,PACIFIC PALISADES,CA,06,34.078345,-118.5475,6825,4150,NA,1000,NA,5800,75322.16,14000,250,5550,NA,9416.58,3000,2921,8651.32,1265,4925,NA,LOS ANGELES,037
90274,PALOS VERDES PENINSULA,CA,06,33.7734,-118.372012,NA,NA,NA,NA,11200,NA,4000,NA,NA,NA,NA,500,NA,1040,38745.38,459.52,225,1100,LOS ANGELES,037
90275,RANCHO PALOS VERDES,CA,06,33.758866,-118.35986,NA,33.71,NA,NA,NA,NA,11300,NA,NA,NA,NA,736.99,NA,901,17201.96,NA,NA,250,LOS ANGELES,037
90277,REDONDO BEACH,CA,06,33.830793,-118.387452,1000,363.56,NA,NA,NA,NA,1026.71,500,NA,250,NA,250,275,5058.4,12548.29,NA,400.86,NA,LOS ANGELES,037
90278,REDONDO BEACH,CA,06,33.874488,-118.372031,NA,NA,NA,NA,1000,250,5374,NA,NA,NA,NA,265,NA,280,5673.92,NA,NA,40,LOS ANGELES,037
90280,SOUTH GATE,CA,06,33.938527,-118.190404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.55,NA,147,7761.18,NA,NA,NA,LOS ANGELES,037
90290,TOPANGA,CA,06,34.089936,-118.609224,500,NA,NA,NA,NA,NA,500,250,NA,NA,NA,NA,NA,925.9,262,250,208,NA,LOS ANGELES,037
90291,VENICE,CA,06,33.994162,-118.46371,2000,1653.71,1000,250,NA,5550,15759.39,2800,NA,6100,NA,4100,6300,539,1131.75,1025,4311,5382.35,LOS ANGELES,037
90292,MARINA DEL REY,CA,06,33.977854,-118.445271,2750,1750,500,NA,NA,NA,8300,NA,NA,NA,NA,255,NA,1398,17563.19,NA,3700,750,LOS ANGELES,037
90293,PLAYA DEL REY,CA,06,33.945553,-118.441219,NA,NA,NA,500,NA,NA,3950,NA,NA,NA,NA,NA,NA,9,7594.4,NA,NA,NA,LOS ANGELES,037
90294,VENICE,CA,06,33.9905,-118.4595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,32,300,NA,NA,LOS ANGELES,037
90295,MARINA DEL REY,CA,06,33.9813,-118.4387,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,273,710,NA,NA,NA,LOS ANGELES,037
90301,INGLEWOOD,CA,06,33.958356,-118.361289,NA,NA,NA,NA,NA,NA,2500,NA,NA,NA,NA,NA,NA,577,250,220,NA,NA,LOS ANGELES,037
90302,INGLEWOOD,CA,06,33.972916,-118.353822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,LOS ANGELES,037
90303,INGLEWOOD,CA,06,33.934602,-118.330831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,NA,NA,NA,LOS ANGELES,037
90305,INGLEWOOD,CA,06,33.959984,-118.33094,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOS ANGELES,037
90401,SANTA MONICA,CA,06,34.01533,-118.493592,3200,NA,NA,NA,NA,250,36200,NA,NA,NA,NA,300,NA,278.96,1480.94,1000,NA,470,LOS ANGELES,037
90402,SANTA MONICA,CA,06,34.035004,-118.502192,13400,5625,3500,250,NA,19600,60168.32,2800,5850,15450,NA,500,NA,1608,1736.4,2680,3700,5604,LOS ANGELES,037
90403,SANTA MONICA,CA,06,34.030517,-118.490407,3950,2625,NA,2700,250,NA,14550,NA,NA,250,NA,4150,2275,3440,14618.66,2038.9,1100,1255,LOS ANGELES,037
90404,SANTA MONICA,CA,06,34.02684,-118.471847,2700,100,NA,NA,NA,NA,14450,NA,NA,NA,NA,500,NA,677,1766.92,472.28,2700,NA,LOS ANGELES,037
90405,SANTA MONICA,CA,06,34.011335,-118.468458,1500,1250,510,250,760,777,26610,1000,6100,1009.54,NA,3990,1325,2838,2426,4627,1600,1460.69,LOS ANGELES,037
90406,SANTA MONICA,CA,06,34.0195,-118.4906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,250,500,NA,LOS ANGELES,037
90501,TORRANCE,CA,06,33.830237,-118.313538,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,300,1043.08,310,NA,20,LOS ANGELES,037
90502,TORRANCE,CA,06,33.833983,-118.292258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,1194.5,NA,NA,NA,LOS ANGELES,037
90503,TORRANCE,CA,06,33.840222,-118.353171,NA,NA,NA,NA,NA,0,7300,NA,NA,NA,NA,NA,NA,201,5162.71,NA,NA,NA,LOS ANGELES,037
90504,TORRANCE,CA,06,33.872637,-118.331348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1910.15,NA,NA,NA,LOS ANGELES,037
90505,TORRANCE,CA,06,33.804047,-118.351901,NA,NA,NA,NA,NA,NA,4550,NA,NA,NA,NA,NA,NA,NA,11645.46,250,NA,1,LOS ANGELES,037
90510,TORRANCE,CA,06,33.8355,-118.3399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,LOS ANGELES,037
90601,WHITTIER,CA,06,34.00327,-118.026117,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,3586,NA,NA,NA,LOS ANGELES,037
90602,WHITTIER,CA,06,33.968424,-118.030328,250,250,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,261,174.25,NA,NA,NA,LOS ANGELES,037
90603,WHITTIER,CA,06,33.947128,-117.994778,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,87,8803.11,NA,NA,NA,LOS ANGELES,037
90604,WHITTIER,CA,06,33.932711,-118.009049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904.3,NA,NA,NA,LOS ANGELES,037
90605,WHITTIER,CA,06,33.946964,-118.015338,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,257,407.75,NA,NA,NA,LOS ANGELES,037
90606,WHITTIER,CA,06,33.981524,-118.064385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,NA,NA,67.35,LOS ANGELES,037
90608,WHITTIER,CA,06,33.9792,-118.0317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,NA,NA,NA,LOS ANGELES,037
90620,BUENA PARK,CA,06,33.841658,-118.007763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3365.77,NA,NA,NA,ORANGE,059
90621,BUENA PARK,CA,06,33.875896,-117.993701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194.99,NA,NA,NA,ORANGE,059
90623,LA PALMA,CA,06,33.850825,-118.04352,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028.13,NA,NA,NA,ORANGE,059
90630,CYPRESS,CA,06,33.818927,-118.037008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629.9,3354.35,NA,NA,NA,ORANGE,059
90631,LA HABRA,CA,06,33.939338,-117.955881,NA,NA,NA,NA,1000,NA,25,NA,NA,NA,NA,NA,NA,1032.22,3383.52,NA,NA,NA,ORANGE,059
90638,LA MIRADA,CA,06,33.900831,-118.007176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,4418.25,NA,NA,NA,LOS ANGELES,037
90640,MONTEBELLO,CA,06,34.007912,-118.107451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843.63,NA,NA,NA,LOS ANGELES,037
90650,NORWALK,CA,06,33.90725,-118.075758,NA,500,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,2753.54,NA,NA,NA,LOS ANGELES,037
90660,PICO RIVERA,CA,06,33.986641,-118.086329,NA,NA,NA,NA,NA,NA,391.94,NA,NA,NA,NA,NA,NA,NA,1403.5,NA,NA,NA,LOS ANGELES,037
90670,SANTA FE SPRINGS,CA,06,33.923248,-118.057571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2982.23,NA,NA,NA,LOS ANGELES,037
90680,STANTON,CA,06,33.795232,-117.998295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.25,NA,NA,20,ORANGE,059
90701,ARTESIA,CA,06,33.866827,-118.080138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068,NA,NA,NA,LOS ANGELES,037
90703,CERRITOS,CA,06,33.866957,-118.068644,NA,NA,10800,NA,1250,NA,271.72,NA,NA,NA,NA,NA,NA,2989,3687.31,NA,NA,NA,LOS ANGELES,037
90704,AVALON,CA,06,33.391487,-118.448455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,NA,NA,NA,LOS ANGELES,037
90706,BELLFLOWER,CA,06,33.88804,-118.129019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,2002.69,NA,NA,NA,LOS ANGELES,037
90707,BELLFLOWER,CA,06,33.8819,-118.1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,LOS ANGELES,037
90710,HARBOR CITY,CA,06,33.798014,-118.296692,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,309,260,NA,NA,LOS ANGELES,037
90711,LAKEWOOD,CA,06,33.8539,-118.1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.94,NA,NA,NA,LOS ANGELES,037
