contributor_zip5,Biden,Buttigieg,Harris,Sanders,Warren
04263,,,,157.1,
04268,,100,,281,450
04270,,,,334,399.58
04271,,,,387.68,
04274,,,,137.3,
04276,,,,1943,
04281,,250,,,610.6
04282,,,,1157.39,
04285,,,,100,
04287,,,158.74,,50
04294,,,,181,
04330,,50,100,756.7,585
04333,,,,80.4,268
04342,,,250,201,736
04345,500,612.06,,530.2,550
04347,,652.08,75,,323.82
04348,450,,,,
04349,,,,204.18,
04351,,1000,,,62
04352,,,,977,
04353,,,254,,
04354,31,,,,
04355,,,,32,
04357,,,,30,
04358,,178.26,,,189.66
04363,,50,,,
04364,,250,,81,
04401,,2890,,3133.18,1618.13
04402,,,,64,
04412,,245.23,,,
04416,,468,,60,
04421,,250,,77.3,
04426,,,,153,
04429,,,,,125
04441,,,,,149
04443,,,,163,
04444,1300,,,274.42,1375
04450,,,,87.2,
04459,,,,27,
04461,,,,27,
04463,,,,27,
04468,,74.28,,,
04472,,,,,557.5
04473,,,,710,333
04476,,250,,647.5,
04479,,,,452,
04481,,,,50,
04485,,,,100,
04488,,,,93.14,
04502,,,,54,
04530,,909.92,,1669,1500.4
04535,,25,,131,
04537,250,,200,54,
04538,,92.68,,246,
04539,,,285,272,270
04543,246,,,1128.69,985
04544,159.5,250,,,
04547,250,250,250,,55
04548,,500,,,
04551,,275,,,550
04553,,,,1533.5,
04554,,,,519.45,
04555,,,,75,
04563,,,438,219.01,
04568,,,,,250
04572,250,,,382,587
04573,,,,,500
04574,,,,,163
04576,,370.2,,,592.68
04578,,30,201.71,913.08,148.19
04579,,50,,662,850
04605,50,1432.23,,263.71,200
04606,50,,,,
04607,,2775,,250,833
04609,,751.24,500,1724.19,3150
04611,,579.36,87,,
04612,,100,,,
04613,,,,227,
04614,140,142.14,,946.7,275
04616,,,,834,800
04617,100,,,2804,640
04619,,,,746,
04624,,,,300,
04626,200,,,,
04627,,,150,,628.14
04631,,,,54,
04640,,,,27,
04643,,,,,288
04648,,375.89,308.5,,
04649,,74.12,,,300
04650,,,,,100
04652,,150,,27,475
04660,,50,,,1350
04662,500,,,,
04664,,,,75,
04668,,,,27,
04671,,,,69,
04674,,,,106.75,
04675,,168.86,,259.18,603
04677,,,,54,
04679,,,,1420.08,
04680,,,,96,
04681,,,,52,
04685,,,,27,
04686,,,,40,
04693,,,,414.7,
04694,,300,,,
04730,,,,187.7,
04735,,,,198.4,
04736,,500,,314.14,75
04742,,,,232,
04747,,,,184,
04757,,451.34,,,
04769,,75,,,
04773,,,,,80
04785,,,,-312.31,
04841,,275.05,,4316,2800
04843,103,788.68,1337.85,1720.1,711.5
04848,,,,,770
04849,250,745,500,3226.5,800
04850,,127.34,,,300
04853,,,,49,2500
04854,,,,,60
04856,400,,,38,128
04858,,,,1069.08,
04860,2700,100,,,
04861,,,2206.25,,
04862,,,,91.8,100
04863,,,,107,859.58
04864,92,,,,
04865,,,,,275
04879,251,,,,
04901,,75,400,1194.66,2248.07
04912,,,,1569.1,
04915,,2558,,2510.71,1316
04917,,1195.34,,900,
04918,,,,,93
04920,,,,54,
04921,,,,159.18,
04925,,250,,,
04930,,,,27,
04937,,,,606.76,
04938,,291,100,150,1615
04941,,300,,445.9,
04949,300,,,,
04951,,,,,249.75
04952,,,,59.4,
04957,,,100,,
04963,,,,296.38,
04964,,,,77.5,
04965,,,,105,
04966,,,,96.3,
04967,,,409.09,,
04970,,45,,,
04971,,,,235,
04974,,,,,213
04976,,575,,707.7,
04981,,650,,,225
04987,,56,,,
04988,,,,476.68,
04989,200,,,,
05001,,25,60,2821.36,209.13
05030,,,,166.9,
05031,,145,,824,
05032,,,,599.03,150
05033,,,,255,200
05035,,,250,,
05036,,,,403,200
05037,,,,,655
05038,,,,584,
05039,,,1200,87,
05040,,,,500,
05041,,,,261,
05042,,,,517.9,
05043,,505,450,425,1750
05045,,,,1311.7,
05046,,,,571.75,
05048,,,,850.7,530.42
05051,,,,628.7,
05053,250,575,225,,1296.54
05055,5884,6810,640.11,6133.05,2355
05056,,,,391,250
05058,,,,85.06,
05059,,,40,80,
05060,,250,,1949.61,
05061,,,,20,
05062,308,700,,,130.64
05065,,,,3120.47,
05067,,,,141,350
05068,,200,,1064.37,650
05069,,,,2068,
05070,,50,419,100,
05071,,,,527,
05072,1300,,,446.7,121.88
05073,,275,,,
05074,,,,100,234.58
05075,100,350,,411,
05077,,,,64,
05079,,,,1855,
05086,,,620,75,
05088,,,,175,162
05089,1125,,,181,672.94
05091,300,2485,,1696.84,959.85
05101,,250,,3713.36,410
05142,,,,50,
05143,,100,,1196.7,453
05148,,,100,474.59,300
05149,,,,352,208.32
05150,,,,346,
05151,2700,,600,161.4,500
05153,,400,,100,
05154,,,70,248,810
05155,100,,,900,2530
05156,,85,1162.98,1770.57,945.42
05158,,300,350,515.2,
05159,,,,,90
05161,,750,,231,
05201,,1519.05,,2617.7,1185
05250,,,,160.8,620
05251,,1772.57,,70,505
05252,,,,36,
05253,,325,150,,
05254,,300,250,857.4,450
05255,,830.12,,2270,
05257,,85,,452,962.9
05260,,,,,300
05261,,,,127,100
05262,,,,577,
05301,196,3431.73,,12132.39,2375.98
05302,49,,,331.62,
05303,,,375,210,
05340,,,250,627,
05341,,,,127,
05342,,,,1064.99,500
05343,,1500,,,
05344,,,,177.1,
05345,,500,50,568,
05346,200,296.6,182.84,12773.9,2719.92
05350,,225,,659.6,
05353,1551,,,606.46,1000
05354,,,,150,
05356,,,,256.7,
05359,,,,550,
05361,,,,200,
05362,,,,1023.8,
05363,,,,27,175
05401,3511,2660.5,2393,21231.24,8816.98
05402,,,,974.97,
05403,636,248,175,16276.38,3629.85
05404,,75,250,4652.93,250
05405,,,,1155.7,
05406,,331.05,500,,
05408,,,405,4941.8,2354.06
05440,,,,81,140
05441,464.5,,,,166.27
05443,250,100,67,3181.9,1174.88
05444,70,,,,
05445,,1883.02,5310.99,4802.8,2500
05446,,500,250,3898.6,2068.43
05448,,,,67,
05450,339,,,762.5,310
05452,300,275,250,9992.77,415
05454,,,,404,
05455,,672.21,,295.3,
05456,,,,238.4,
05457,,106,,350,
05458,,597.33,,,325
05459,,,,54,
05461,,,,1821.4,750
05462,,,482.72,1382,320
05463,,,,177,
05464,150,26,,647,
05465,,790,,1103,784.42
05468,,282.36,284.09,4905.2,250
05469,,,,27,
05471,,,,228,
05472,,,,729,
05473,,,,289,
05474,,85.2,155,702.1,500
05477,,,,1374.6,815
05478,21,721.98,50,759.4,1506
05479,,,,200,
05482,230,97.73,1618.52,5045.89,1050
05483,,,,424,
05486,,,,1104.2,
05487,,,,141,366.82
05488,,,,80,
05489,,450,,2128.66,150
05491,,200,50,1613.16,658.18
05492,,850,,77,
05494,,,,665,
05495,86,250,1400,7223.2,3904.25
05601,,,,1430.65,665.93
05602,300,375,375,12992.64,2212.5
05640,,,,64,
05641,,35,,2446.69,72
05647,,,,583.7,200
05648,,,,304,600
05650,,,200,921.39,1072.5
05651,,,,5067.5,
05655,,,105,1814,
05656,,,,349.7,
05658,,400,1000,658.7,
05660,,267.16,,309,
05661,50,250,,1180.19,200
05663,,250,,1072,451.64
05667,,100,400,2056,444
05669,,,,159,
05672,270,,2800,1329.91,675
05673,55,459.6,,3344.1,373
05674,500,,,527,1290
05675,,800,,,
05676,,125,60,1044.88,
05677,,75,,183.7,307.18
05678,,,,27,
05680,,,,1055.7,
05682,,,125,3067.86,
05701,,250,900,4797.5,550
05730,,,,66,175
05732,,,,,110
05733,,,,617.7,218.82
05734,,,,740.46,425
05735,,,,371.1,
05737,,,,381,
05738,,,,1710.81,
05739,,,,1376.97,
05743,,,,404,
05744,,,,54,
05746,,500,,,
05747,,95,,,170
05748,,,,27,
05751,250,250,,158,
05753,1472,1423,815,5953.9,5509.12
05757,,,,267,
05758,,,,77,
05759,,,727,,
05760,,,210,100,160
05761,,,,774.07,
05762,,,,63,
05763,,,,1484.9,
05764,,,,472.16,225
05765,,,,27,
05766,,,,1053.8,
05767,,,,351.46,
05769,,,,101.7,
05770,,,,300,
05772,,,,945.7,
05773,,,,381,559.58
05777,,75,,,
05819,352.35,400,,2386.04,
05821,,,,260.7,
05822,,100,,54,200
05824,,,,,663
05825,,,,2732.8,
05827,,,,150,
05828,,,,77,500
05829,,,,,34.85
05836,,,,647,50
05839,,,,181.11,
05841,1000,,,676.7,650
05842,,,258.84,,
05843,,,,750,
05846,250,,,192.4,
05847,,,,,67.5
05848,,,100,,
05851,,403,,177,
05855,,,,1453.04,75
05859,,,,1781.4,
05860,,,,215,
05862,,,,235,
05867,,,,1897.7,
05868,,,,200,
05871,,,,1064.66,
05872,,,,911.1,
05874,,,,439,376.27
05875,,,,200,
05905,,,,2654,1400
05906,,,,,400
06001,1427,2249.23,6600,1771.58,3025.42
06002,250,1519.94,3455,761,2413.82
06010,,325,75,2439.1,1061.07
06013,,,450,229.9,175
06016,,273,,290.75,
06019,,,280,703.5,600
06021,,290.73,,,1200
06027,,,,673.18,
06029,63,100,,190,935
06030,,,,233,
06031,1000,,,174.4,150
06032,1442,1075,2000,3681.52,1463
06033,1166,1350,3490,2454.54,1363.93
06035,,,300,27,258.93
06037,1000,148.2,,564.18,800
06039,129,350,93,,495
06040,,314.05,2583,3415.7,145
06042,265,,,425.1,606.42
06043,1000,,,,194
06045,,,,304,
06051,125,1500,100,100,
06052,,,,27,80
06053,,,,104,
06057,,117,,43.74,
06058,,120,,,815
06060,,250,596.57,102,250
06062,0,,,1228.9,
06063,,,164.98,1211.1,
06066,,25,480,1002.6,1050.76
06067,300,250,2350,3534,871.38
06068,2800,2800,1000,127,3925
06069,,2750,,77,1730
06070,600,208,3250,291.3,1265.82
06071,65,,,,
06072,,,,363.7,
06073,1150,50,,1054,717.42
06074,,2250.27,1200,430,299.58
06076,,,,740.75,301
06078,1050,,150,2095.99,250
06079,,350,,,
06081,,,,327,
06082,450,150,,680,
06084,,175,,567,3543
06085,,,5300,,
06088,,,,,200
06089,,,200,200,
06090,,,,50,94.42
06092,650,,150,,850
06093,,50,250,,
06094,,,250,,
06095,775,565,1651.23,2667.73,168.9
06096,,125,,537,
06098,,,250,3410.66,75
06103,1328,850,100,559.4,527.06
06105,1450,2345.5,12650,1753.64,3694
06106,,,500,443,3005.82
06107,3125,5925,6050.44,3431.06,4838
06108,44,250,,,170
06109,2500,500,75,906.11,578
06110,,250,500,876,270
06111,,2845.2,300,601.7,945
06114,,,,293,
06117,2337.03,2651.23,5210,283,1206.4
06118,,,,,120
06119,936,1460,1250,1520.2,875
06127,,250,,,
06226,,698,1010.06,257,703.03
06231,,,,200,
06232,,,,457.4,358
06234,550,,,,84.85
06235,,406.05,,16.2,760
06237,,100,,363.4,
06238,35,525,,1006.52,663
06239,,124.05,,5,
06241,,129.05,,504.9,
06242,,,,937.5,209.85
06243,,,,81,
06248,,188,,,
06249,,,173.11,411,250
06250,300,,45,1469.7,
06259,,,485,,
06260,,,,336.7,300
06266,,,,27,
06268,,475,513,6278.68,1947.85
06269,,,,551.09,250
06277,,,,536.01,
06278,,300,,489.18,200
06279,,,100,601,
06280,,,,87,300
06281,,,,250.18,75
06282,,,,100,
06320,,250,,1265.68,898.9
06331,,,,669.51,
06333,,,,891,125
06335,,,,50,1500
06338,,,,302,
06339,,2950,106,612.7,955
06340,50,117.01,,1113.08,1468.35
06351,,,,2389.6,85
06354,,,,177,
06355,400,2423.32,,3311.44,360.74
06357,,,97,2749.11,597.43
06359,250,,,555.7,
06360,25,920,288.92,3126.5,425
06365,,,,43,
06370,,,,,450
06371,500,1210,150,307.7,1048
06374,,,,150,538
06376,,,300,,
06377,,130.2,,84,303.82
06378,500,1251.99,292.5,2825.2,1885
06379,,,120,185,518
06382,,,,,125
06384,445,,,54,
06385,765,1100,1000,1392.39,1186.78
06388,,,,128,
06390,5500,,,,
06401,200,,,702,412.66
06403,,,,27,
06405,8900,965.7,3043,2048.45,6221
06410,,125,1023,806.28,1885
06412,700,,,246,103
06413,,34.33,,,450
06415,65,45.22,,930.4,
06416,750,,1250,400,100
06417,,,100,100,605.24
06418,,422.56,,601,
06419,,300,,516.7,803
06420,,,,229.1,835
06422,,,,2050,4108
06423,,250,,489,
06424,,250,,155.5,
06426,2971.03,360,,54,1486
06437,1909,5550,4916.73,578,6858.29
06438,,,,100.6,302
06440,,,,,100
06441,134,178,,108,
06442,,,150,1381.19,200
06443,3192.66,860,2287.65,1527.7,1808
06447,,,,202,
06450,,,505,246.7,
06451,,100,200,408,109.58
06455,,100,,404.18,
06457,235,450,2901.48,4200.03,2527.97
06460,260,527.79,1010.79,1825,1133.58
06461,1750,500,,,495
06468,400,1679.91,1057.11,551,
06469,,,300,1169,
06470,1528,8855.2,0,3088.88,2462.71
06471,67,75,500,145.18,630.7
06472,,,,347,
06473,,1250,165.64,1312.99,3711
06475,357,425,655,746.91,125
06477,,875,100,483.8,710
06478,,45,,2463.25,300
06479,,63,,82.5,
06480,,,,,972.61
06481,,,,540,
06482,,1500,500,1452,
06483,,,,869.9,
06484,325,550,570,774.7,190
06488,250,592.3,,3947.54,1254
06489,,70,,1163.8,1422.61
06492,49.1,13,,837,1209.42
06498,100,1086.05,,677,
06510,300,5000.25,450,804,6563
06511,2308.03,3685.13,3476,10354.58,20395.07
06512,1610,2031.69,,1259.6,385
06513,250,,305,272,120
06514,,,,844.4,130.2
06515,455,274.16,2441.94,1238.2,3064.52
06516,202.05,198.2,215.06,954.64,775
06517,1525,5015.59,3275.25,3683.6,7150.02
06518,100,35,285,793.9,1828
06519,,,,100,981.5
06520,,,,,615
06524,,225,,323.75,1674.2
06525,1600,900,3450,569.1,4528.82
06601,,,112,,
06604,,2350,210,250,175
06605,,1833.81,500,977,888.05
06606,437,500,2000,77,
06607,,,,50,
06608,,,,116.34,
06610,,,1000,1237.56,
06611,333,575,1016.8,605,414.79
06612,8152,2225,2262.5,527,1526
06614,,330.2,846,2355.1,
06615,500,300,,485.72,979.42
06704,,25,,,
06705,,,,141,
06706,,,,177.7,
06712,75,20,,298,65
06716,,,,290.4,602
06722,,,225,,
06750,,,,27,
06751,,25,,52.04,228
06752,,1330.5,,305,500
06754,,3050,,1120,238.9
06755,,85,,,
06756,,1000,305,360,250
06757,500,2800,250,1226.9,456
06759,250,,3000,1207.94,1195.2
06762,500,25,,160,
06763,499,,2575,,
06770,,160,,2200.45,
06776,527,550,,4360.27,3725
06777,1000,375,,,
06779,,20,,,
06783,,3150,500,381.7,843.82
06784,35,1506.62,,799,
06785,450,1431.68,,,208
06786,,,,314.75,
06787,,,,224.94,
06790,,202.05,100,1119.25,385
06791,,,,394.2,260
06793,25,4184.33,580,,645.03
06794,,300,1500,,603.19
06795,100,,,402,430
06796,121,2250,750,609,4250
06798,10,2286.05,,880,1339.58
06801,,275,,1061.69,693
06804,690,627.05,2800,1011.06,865.9
06807,2561.2,500,5550,,1520
06810,1816,3987.1,1690,1480.92,1548.5
06811,372.03,594.41,1575,1526.9,1559.85
06812,424,200,930,3371.98,1350
06813,1000,,,,
06820,6638.05,23768.84,6128.34,836,1009.85
06824,13634,7283.14,6089,1526.52,2088.33
06825,1327.95,3610,175,2984.4,523.27
06830,23466,68957.05,60076,3157.36,9084.37
06831,27584,65190.82,16350,88.24,375
06838,,,,,315
06840,36335,26192.01,10844,1333,2028
06850,100,1192.3,2160.21,2302.69,1844.13
06851,340,307,3912.88,2701.8,1523.42
06853,3650,3930,1005.38,254,228
06854,68,3048.4,550,1009.87,479.16
06855,1175,3872.5,435,219,177
06870,2952,11492.13,6730,127,1328
06876,,170,,,
06877,7578.45,13070.47,4075,2205.97,3007.27
06878,11607.8,3250,12600,668.85,653
06880,38206.05,21083.77,21341,3482.75,3824.69
06881,,,,293,
06883,6332,18825,2813.52,307,6077.29
06890,2100,1900,2100,650.5,1000
06896,624,50,1762.3,900,942.2
06897,5531,13125.23,250,3876.69,4174.2
06901,3455,3400,2300,561.7,
06902,8186.35,13958.03,6222,6002.45,1844.2
06903,5700,12081.1,6600,991.4,6089.43
06905,606,2102.67,8541.25,1499.05,1920
06906,,200,3800,2540.18,600
06907,375,816.69,525,100,90
07001,,,,3720.6,500
07002,250,58,283.41,3388.39,571.89
07003,295,250,611.81,2819.27,1059.42
07004,361,50,,81,
07005,1000,500,1226.51,3110,250
07006,224,2961.3,450,1404.86,1693.38
07008,,25,,293.99,
07009,114,275,1375,1238.5,300
07010,1000,710.47,,631.56,1175
07011,,,,967.98,
07012,,,,2469.86,62.85
07013,135,150,,1049,1426.09
07014,,,,1321.46,
07016,300,800,,799.7,3750
07017,,,,264,670
07018,,,,,249.8
07019,,,,234.4,
07020,1175,384.87,2080,4161.76,1805
07021,2413,,100,,
07022,,,,27,
07023,,125,3264.12,,375
07024,1775,240,2596.38,3119.7,2915.76
07026,449.03,,,969.85,150
07027,,88.94,,232.41,
07028,1000,3675,1133.33,108,886
07029,,250,,1721.2,420.12
07030,3130,15936.48,3275,7598.69,11381.27
07031,,,,1407.68,630
07032,,,,941,385.71
07033,,,,110,
07034,,880.83,,,
07035,1149,,,,
07036,,270,100,1008,438
07039,19866,1515.07,5825,1339.14,1345.66
07040,4766,6795,4395,6590.98,8859.4
07041,,,335,1927.26,1438.67
07042,8324,6183.49,11107.21,6058,16246.61
07043,1526,2781.62,6446.52,5570,7233.48
07044,559,450,1200,854.7,997.71
07045,2247,500,,,3158.9
07046,1000,,6600,387,600
07047,350,550,325,488.2,700
07050,300,,1249.28,584,500
07052,2275,3183.01,1633.09,1550.1,5907.76
07054,,,,405,350
07055,,,250,311.99,
07057,125,,460,,
07058,,300,,,
07059,6460,,,490.1,1188.82
07060,175,79,1473.7,2999.99,665
07062,90,,250,147,163.9
07063,,,200,699.69,130
07064,,,,343.1,
07065,200,342.97,,1810.06,75
07066,,,250,367,
07067,1127,,,34.7,
07068,5575,1000,,,650
07069,,1475,1100,171,1200
07070,,875,,635.5,2193
07071,2800,,,1020.7,1000
07072,,325,,220,
07073,,,2700,300,
07075,,1245,,111.7,223.82
07076,1050,327.21,1467,2074.56,5937.61
07078,9130,8995.07,13250,2085.19,9250
07079,1059,4518.18,13000.31,3980.06,7619.66
07080,168.5,,,625.1,
07081,6037,8425,600,946.8,
07082,,,,282.4,
07083,,924.6,915,2602.86,1411.13
07086,79,1087.97,964.67,556.15,527.42
07087,500,1197.5,,641.4,410.5
07090,8679.1,5345,1900,2230.26,6251.43
07092,670,1000,,1103,1500
07093,1710,1100,,305.56,1167.77
07094,645,235,,1244,350
07095,1750,2800,1980,550,4100
07102,1447,3100,402,3232,162.2
07103,100,,,2862,
07104,26,500,,753.7,1519
07105,,,4500,514,981
07106,35,,,421.1,
07107,,,425,1456.19,
07108,,,40,302,
07109,,,,1829.08,
07110,,,,334.39,355
07111,500,,150,,896
07112,,,855,,105
07114,,,,3302,250
07201,500,,,787.66,1400
07202,,,,341.69,
07203,,,,100,350
07204,,,,157,
07205,,,,2732,
07206,,,,111.7,
07208,,1000,,191.7,207
07302,13190,4486.44,5886.09,19840.4,14226.76
07303,,,,293.1,
07304,100,961.05,555,918.1,1802.31
07305,2890,400,2730,1993.1,885
07306,,1000,1405,1682.1,1106.32
07307,362,731.13,300,1300.2,393.66
07310,,123.74,1335,571.7,1100
07311,,,160,599.99,
07401,999,250,1850,262,
07403,,,20,737,
07405,650,350,,1005.4,300
07407,,,,40,100
07410,757,350,800,719.7,326
07416,,,,102.7,
07417,500,551,2800,1362.1,3834
07419,727,,1000,,
07420,,,,495,300
07421,,,,69,98
07422,,,500,54,848.93
07423,,410,350,121,900
07424,,3569.08,,1500.92,852
07430,4761.28,6875,1423,667,
07432,1120,300,,50.4,
07436,50,260,,27,916.27
07438,650,,,232,
07440,,,,422,
07442,371,,,601.81,
07444,1185,300,380,1218.99,378
07446,,880,150,554,1024.45
07450,6275,14811.85,3026.33,2599.01,7541.75
07452,3536,638,300,1046.65,410
07456,92,460,,928.75,200
07458,5195,1513,250,1000,317
07460,,110.1,,634.2,410
07461,,,75,2769.6,
07462,,,,67,
07463,,1213.52,,276,977.61
07465,157,,,231.7,
07470,1135,433.17,,4665.4,400
07480,,250,365.13,3061.8,100
07481,1885,800,,898.7,1060
07501,,,100,,
07503,1000,,,,
07506,290,349.85,,943,75
07508,390,950,,1056.39,200
07512,,,150,,
07513,,,,56.7,
07522,,,,207,
07524,,,,27,
07601,4660.1,750,250,1530.4,2339.93
07603,,,375,495.4,
07604,2800,10,,115,
07605,770.71,466.68,580.4,445,515
07607,,50,75,,75
07620,750,,2800,250,250
07621,5600,434.62,,512,1025.2
07624,6947,,,791.02,93
07626,1250,10,,459,
07627,3465,675,454,1379,830
07628,175,172.79,,596.1,
07630,,,,489.1,
07631,11138,4050,9425,1706.7,2801.85
07632,2725,,4200,824,450
07640,,580.77,2350,339,100
07641,,1368.35,,719,
07642,430,200,,421,729.37
07643,,,,152,
07644,,,,1390.99,
07645,85,50,,66.66,701.62
07646,,350,,1905,
07647,,2800,,230.7,
07648,,2800,,,
07649,305,328.94,931.73,2994,1407.13
07650,,,,150,300
07652,2900,,375,871.49,1017
07653,50,,,,
07656,20,500,119,382.09,486.67
07657,1000,50,,350,
07660,1000,,,1056.2,
07661,,,150,1231,285
07662,,1500,,91.9,
07663,,,,2850,
07666,12359,3505.41,904.48,1306.05,2934.85
07670,7676,5880,5225,1304,2921.5
07675,6600,285,2843,503,130
07677,1500,250,385,,340
07701,3192,4075,,130,2088.87
07702,100,,,200,911.85
07704,4725,400,,,240
07711,,500,115.44,27,205
07712,250,1275,500,1205.61,1272.7
07716,210,800.32,250,232.7,700
07717,175,1000,,300,450
07718,,,,258,
07719,299.33,500,75,226.7,
07720,,600,,535.5,
07721,100,,,,
07722,3595,1144.5,250,406,
07724,,95,199.97,450.9,415.89
07726,2800,1620,,1254.2,1453.53
07727,270,125,,47.7,
07728,490,1850,2500,1973.08,1238
07730,,,,325,
07731,,,,740.22,325.49
07732,600,247.46,,286.99,450
07733,2873,,1325,739.09,1353
07734,,578,,432.18,
07735,272,100,,402.4,
07737,,,,311.7,
07738,,,,772.9,515
07739,1500,3375,,785.99,377.61
07740,,426.44,300,1183,2000
07746,250,9600.68,500,560.58,
07747,800,250,73.28,312.4,250
07748,160,573.68,350,244,1463
07750,250,,,108,
07751,1000,,125,212,
07753,42,545.5,1250,663.9,1134.89
07755,,450,,116.6,
07756,25,316.51,198,,501.21
07757,,,,200,340
07758,,194.08,,100,
07760,100,1668.92,250,1385.5,1900
07762,,1500,,1123,571.5
07764,,,,54,897
07801,244,,,325,175
07803,,,,,105
07821,,100,,230,235
07823,75,,,135,
07825,,,,159.5,145
07826,,25,,200,
07827,,,,184,230
07828,,,,846.99,750
07830,1410,1707.37,565,1863.99,375
07832,,,,210.81,
07834,,,385.1,264.49,2243.5
07836,,437.66,,1096.4,
07838,,50,,131,
07840,938.56,1900,,3276,959.92
07843,100,,,1597,
07844,,550,,,
07849,,115.7,,656.36,200
07850,,,,342.16,350
07851,,,,27,
07852,,200,,329,
07853,,400,,1463.86,650
07856,50,1000,,,
07860,155,359.34,145,2204.42,2347.32
07863,,,350,112,550
07865,,,,34,
07866,120,100,,934,511.27
07869,394,245.3,680,769.66,2665.42
07871,,,2475,93.9,279.5
07874,,,,331.9,308.82
07878,250,,,39,
07882,,275,800,990.72,
07885,40,,,255.67,
07901,6226,7520,4530,1299.4,3677.58
07920,5650,1415.53,1970.14,1131,2866.94
07921,,,100,1668.56,
07922,285,,2791.18,909.9,594
07924,743,500,1250,378,1445.73
07926,,,,827,450
07927,,1610,70,584.86,
07928,5592.28,2780,3740.62,,585.6
07930,254,127.95,,5322,
07931,2500,6600,160,1035.85,
07932,220,,,1017.9,
07933,,,,69,233.2
07934,50,,,,
07935,,,,1366.7,
07936,,,,2301,
07938,,2800,,,
07940,2250,960,1410,2005,1475
07945,1110,845,915,500,1790.42
07946,,,,265,575
07950,665,273,757.43,951.48,2334
07960,10007,6560,9712.75,2130,4751.93
07961,,,,,2750
07974,3011.78,664.5,619,126,1415
07976,3050,,,,150
07977,200,,,,218
07979,,27.2,,,
07980,,,,,209.42
07981,,391.71,,,431.36
08002,250,393.71,250,641.65,500
08003,5380,3215.44,1343.16,3624.32,858.15
08004,,,,36.7,
08005,700,28,,331,150
08006,500,,,,
08007,,,,75,125
08008,1000,,700,352,2525
08009,50,,,1000,
08010,,,200,404,
08012,400,,,1098.35,125
08015,480,,,108,
08016,100,25,,2299.69,387.13
08020,,,,,250
08021,1000,,260,27,185
08022,,667.23,,2466.19,
08028,28,,,20,252.79
08029,,,,838.7,
08030,,,,367.49,
08033,6409,3505.29,527.34,944.04,728
08034,6750,,125,4385.06,3619.51
08035,250,250,,508,
08036,253,,,813.4,
08037,3407.5,,,188,220
08043,135,420,400,1720.7,178
08045,,,,833.4,300
08046,44,,693.16,,
08048,120,,,200,
08050,,50,,882.2,250
08051,,40,311.39,2000,
08052,,310,,862.4,314.96
08053,885,850,28,1260,973
08054,1204,80.89,604.23,1254.4,330
08055,8687,1000,550,1377.7,4250
08056,,,275,,
08057,7709,1075.06,2550,2904.02,2736.66
08060,,55.57,,1272.7,904.53
08061,,,,84,
08062,2800,216.58,,371.7,804
08065,,,,27,
08067,150,,,,
08068,,,,,280.68
08069,,,,,210.06
08071,,,295.7,5401.3,486.2
08075,,,,592.86,1422.24
08077,600,175,,614,596
08078,,,,220.69,145
08080,3820,,542.93,722.1,694.43
08081,310,2731,,426.7,
08084,3043,,,987.8,126
08085,557.68,175,500,891,
08086,1300,,144,218.1,272
08087,,275,,535.66,175
08088,220,,,475.4,1975.62
08090,,,,325.5,
08091,,,,52,
08092,,350,,1622.1,
08093,,,,84,
08094,,,,200,
08096,825,625,591.73,3385.69,1093
08097,,,,,120
08098,25,,,208,750
08102,,25,,833.5,90
08103,,,,120.2,
08106,200,,,227,
08107,20,251.58,,1033.59,312.5
08108,707,866.02,2242.57,5548.68,953.4
08109,,75,200,828.09,1495.66
08110,2800,60,412.03,279.5,
08118,,,500,,
08201,50,,,33.7,
08202,72,500,,,
08203,5740,,,54,85
08204,,550,230,102,1593.88
08205,432,466,,564.9,250
08210,75,,,622.69,
08212,500,635,,,
08215,988,,,1491,591
08221,,75,,,1203.85
08223,,,,68,
08225,,50,400,146.1,
08226,888,550,384.02,10.8,950
08230,1010,,179.99,,213.19
08234,330,,115,1001.9,1033
08244,25,1000,1000,,163
08246,355,,,,89.87
08247,,3100,,,
08248,,,,16,
08251,,,,632.24,111
08260,300,,,108.1,
08302,,914.51,,893.7,
08310,,,,,112.39
08312,130,100,,600,
08318,305,,,709.4,
08319,,,,250,
08322,,,,180.86,5739.59
08323,,,,,60
08330,,149.74,,509.7,547
08332,,35,,3349.45,
08344,,,,283.6,
