contributor_zip5,Biden,Buttigieg,Harris,Sanders,Warren
15095,,100,,,
15100,,,300,,
15101,2800,305,,861.36,792.66
15102,466,,,1730.7,103
15106,,25,,1123,
15108,180,25,350,949.79,281
15110,,,,100,
15112,,,,367,
15116,,100,150,1440,986
15120,,,,310,
15122,,103,,1177,
15126,,100,,100,
15129,,100,,,
15131,105,300,165,,
15132,196,290,,550,
15136,,,,605.62,
15139,,,,37,226.92
15142,350,,,,
15143,9610,3420,500,300,3868.96
15144,,,,19.4,
15145,,,,344,283
15146,,260,80,378.1,1000
15147,175,450,,665,300
15201,300,1868.63,1725,4248.36,1686.04
15202,1000,600,,1022.88,
15203,,140,250,3035.78,2260
15204,,,,65,
15205,250,1000,458.43,306.74,450
15206,3849.49,1993.93,4127.01,3002.68,7987.84
15207,,,,292.1,326
15208,285,260,395,4261.7,8807.66
15209,300,,,716.2,
15210,,795.2,,340.2,
15211,910,1025,508.39,1318.7,2732.56
15212,,800,90,2610.56,700
15213,548,15328,50,2249.1,6262.99
15214,,,,659.1,528
15215,1275,,2541.54,1516.09,150
15216,354.91,75,135,2400.1,5500
15217,21704,10305.36,8162,5275.76,17844.9
15218,100,2720.12,305,2183.84,2181.32
15219,2000,50,,1084.86,665
15220,859,100,350,85,370
15221,2813,1700,2125,5008.79,1052.86
15222,300,6335.23,2840.14,1398.74,3223.27
15223,25,,,632.5,
15224,,210.96,,8353.5,1530.33
15225,,,,200,
15226,100,,,117.84,
15227,,,,853.54,134.66
15228,950,,,513,3216.5
15229,70,1340.02,,1108,467.88
15232,8350,2210.96,1952.8,5958.82,6618.06
15233,250,945,250,531.2,
15234,872,100,,949.62,300
15235,615,150,,615.84,2579.29
15236,204,1300,,2992.79,
15237,550,2367.44,25,3549.9,3183
15238,9217,2908.97,3995.42,719.2,5180.2
15239,,,,850,518
15240,,,,165,
15241,35,624.4,,1228.9,
15243,475,3850,58.3,748.8,1978.27
15260,,,,139,
15301,451,250,475,527.7,678
15311,,,,,85
15312,,,604.49,,115
15317,381,1050,,1166,43
15322,800,,,93,
15323,80,,,,
15329,,100,,135,
15340,,250,,,
15342,,,,654,
15343,,,,104,
15349,,,,,7
15361,,,,,1290
15367,375,,,,86
15370,,,,272,700
15401,,20,,116.4,740.67
15423,,133.36,,,
15425,,,,,135
15437,1000,,,,
15474,,,,50,
15478,,75,,,
15479,,,,77,
15501,,414.34,,,
15545,,,,,195.5
15546,,86.23,,,
15563,,250,,,
15601,2883,135,1385,2623.08,350
15610,,,,32,
15613,,125,,156.4,
15642,1000,454.34,100,594.1,283.33
15644,,,,720,
15650,150,25,,272,165
15655,500,,300,,
15658,,423,250,252,948
15665,,134.06,,,
15666,,,,354,
15668,1300,260,,297,206
15690,,,,80.8,
15701,720,1527.79,310.79,508.92,1207.89
15722,,,,,410
15724,,,,271,
15759,,,,,250
15765,,,,96,
15774,,500,,,
15801,,,,1204.9,75
15823,,,,113,
15825,,,,1377.74,303.52
15834,,,100,,
15840,,100,,,
15846,,,,1704,
15851,,,,250,
15853,270,,,1309.74,
15856,,,300,,610
15864,,,,,400
15902,,,,103.74,
15904,,,,135,
15905,2520,,495,778.48,150
15909,,,,81,245.02
15931,,,,,550
15940,,,,350,
15943,,,,19,
15946,,,,200,
15954,,,,286,500
15955,25,,,,
15963,,500,,,
16001,,325,85,598.1,325
16002,,,1000,100,
16020,,,,,195
16034,,,,28,
16037,,,,,490.43
16045,,,,159,
16046,50,,343,546,649.09
16049,,,210,,
16052,,,,62,
16053,,,,30,150
16055,,503,235,,
16056,250,,,297,
16057,,,269.31,267,130
16059,,,,,200
16063,2200,,1325,,259.66
16066,,1410,,3027,1450
16101,,,,387.7,100
16105,2800,,,60,
16117,201,,,254,450
16124,,,,113.74,200
16125,,,200,,50
16127,,213,,466,
16131,,,,,320
16133,,,,,133.01
16136,,,,33,
16137,100,318,,42,
16142,,500,,,100
16148,75,1069.83,,,1248.66
16153,,,,188.94,
16154,,45,,,271
16156,,323,260,,
16201,,50,,,
16214,,,,123,
16222,,,,447.74,
16226,,,,27,400
16235,,,,400,
16239,,,,,450
16242,,85,,,
16254,,50,,,
16259,,,,12,181.02
16301,,,,,153
16323,,,,,60
16325,,120,,,
16326,,100,,,
16335,,1171.93,190,1443.84,600
16351,,,,631.75,
16354,,250,,250,250
16365,1000,100,,190,68
16407,,,,159.1,
16412,,,,310.7,
16415,,,500,185,750
16426,,,300,,
16428,,375,,307.7,
16441,35,,,1335.6,160
16444,,,,68.7,
16502,,51.22,,140,
16503,,,110,384,
16504,,,,396.74,
16505,1800,250,,290.7,900
16506,,173,,1607,
16507,,2800,,2700,750
16508,,250,,587.7,
16509,123,110,76,477.42,232.54
16511,,500,600,,600
16601,,,,365.8,320.64
16602,,,,1045.84,
16635,,,,,613.02
16641,,,,77,250
16648,2850,130,,,513.27
16651,,,,508.22,
16652,,,,-118,380
16661,,,,185.34,
16662,800,,,,
16668,,,,349.77,
16669,,75,,,
16686,,200,,,173.99
16693,,,,27,150
16732,,,,,2500
16735,,,,13.6,
16740,,,,179,
16743,,,,181,
16746,,,,150,
16748,,,,,300
16801,287,6358.13,1737.94,4517.73,7800.47
16802,,,,1135.26,
16803,1050,632.56,1419.99,4261.82,3166.72
16804,,,229,20,48.2
16805,,,,193.7,
16823,,285,,72,148.24
16827,228,,250,40,2136.08
16844,,,,100,
16851,,,,0,
16868,,,,50,
16870,,,350,194,
16875,250,,,,
16877,,,50,,250
16901,,115,,,
16933,,,,,200
16937,,,,,172.13
17003,,,,100,194.62
17007,,,,,422.98
17011,655,1467.16,1055,1626.26,500
17013,371,893.76,,537.4,739.76
17015,,675,,296,
17018,,,,,103
17019,294,30,2090.5,,
17020,,25,,,
17022,400,,,1491.32,650
17023,,,,,318
17025,,,,389.87,400
17026,,,,121.79,
17027,,,,256.7,
17032,,,,162,
17033,3138,5176.29,,4049.86,189
17036,3595,,500,1019,750
17038,,,,27,205
17042,835,25,400,1196.8,250
17043,,1175,3162.33,,1104
17044,,,,666,
17045,,,,198,
17046,,,,24,
17047,42,,,,
17050,50,44.51,175,2107,628
17051,,,,477,
17053,,,,56,
17055,4246,80,250,992,1050
17058,,,,54,
17059,,100,,,137
17061,,350,,,
17063,,,255,,
17064,55,250,,,
17065,,,,,320
17067,,,,362.99,
17068,,,,27,
17070,200,585,2000,767.35,2000
17073,,,,,220
17074,,500,,,500
17078,805,135,,303,
17090,,,,387,
17101,,,,,125
17102,1604,425,500,514,714
17104,,250,,276,450
17109,840,150,325,3155.4,598.13
17110,4795,1912.13,586.84,1114.69,601.66
17111,1070,100,,327.7,734.13
17112,135,1171.76,,818.9,1009.11
17201,504,389.42,,297,
17202,,,,280,
17222,,,150,,421
17225,,,,1055,129.89
17233,,,,6,238.85
17241,,350,,,203
17243,,,,76.5,
17256,,,,87.5,
17257,203,,,232.4,259.62
17262,,,,43.2,
17268,424,,,250,
17313,,,,100,
17315,,,,250,2963.15
17316,,,,,75
17319,564,30,,250,264.59
17320,,,,27,283
17322,108,50,,,
17325,357,784.67,1500,236.72,1988.94
17327,500,,,382,
17329,,,,,200
17331,,393,,1032.25,332.5
17339,,,,246.19,178.02
17340,41,233.94,100,,
17347,,103.87,,,
17349,,,,919.2,210
17350,,365.44,,505.36,
17353,800,,,29.7,100
17356,,397.7,,90.6,
17360,105,,,87,
17362,300,,,140.8,
17363,,,,40,
17366,,,,,224.89
17368,,200,,1275,400
17401,150,,,100,352.32
17402,115,1695,,449.6,6768.25
17403,1250,1851.56,250,56.69,3313
17404,319,924.44,,77.76,1745.02
17406,100,25,,592.99,
17407,,,,,133
17408,,,,1076,200
17502,,100,,250,250
17509,,,1000,,
17512,100,,,,
17516,,110,,,
17518,,200,,206,
17520,,,74.79,,
17522,,,500,177,
17527,,,,458,
17529,,,,282,
17538,200,500,,108,85
17540,,,,81,345
17543,2049,494.71,1000,870.09,630
17545,,,,151.1,
17547,,,,327.5,223
17551,150,,,,
17552,,1029.51,185,213.4,700
17554,,75,,122,113
17555,,,,,350
17557,,,,,184
17569,,,,27,
17572,,50,,,
17578,,75,,108,
17579,,,,,75
17584,,,,50,
17601,600,236,,7358.28,4574.13
17602,1099.33,819.51,250,2836.53,323
17603,1100,5945.47,410,2604.7,2294.75
17604,,,,100,
17608,2000,,,,
17701,108,1142.45,,860,1035
17728,,,,2649,
17737,,,,254,
17740,,,,,130
17751,,75,,,433.85
17754,500,,25,,
17756,10,100,,219,
17772,500,,,,
17777,,,,50,
17801,,,,657,500
17810,,,,90,
17815,25,300,,228,468
17820,,,,,225
17821,650,1495,350,1475.42,145
17822,,,,54,
17824,,,325,,165
17837,,155,310,563.2,140
17847,40,,,,
17851,,,,362.2,
17857,,,941.68,,225
17860,,,,239.5,
17866,,,,300,
17870,,,,,215.15
17889,,,,113.7,
17901,,,125,,
17921,279,,,27,
17925,685,,,,
17931,,,,62.1,
17938,,2800,,,
17954,85,,,,
17960,,,96.04,,
17961,552.65,250,,,
17972,,,,150,
17976,,,,483.1,
17983,,,,647.6,
18011,,,,367.4,
18013,,,,123.4,525
18014,86,,,74,
18015,3800,700,873.23,1400.7,1034.11
18017,1280,2195,235,1596.5,541
18018,,818.04,,1983.68,738.39
18020,86,,,145.16,250
18031,,,,156.7,
18032,,,,339,188.84
18034,,,,329,256
18036,115,1725,985,1512,
18038,,,,350,
18040,,150,,257,
18042,135,600,662.5,2065.77,2999.95
18044,,,150,,
18045,95,1000,250,5091.69,975
18049,517,200,250,1736.7,327.61
18051,,138.69,,27,
18052,250,,,1753.28,123
18054,,,110,108,261.3
18055,100,604.15,,990.23,
18058,,,,,550
18059,500,205.04,,,
18062,205,294,250,500,143
18064,1331,325,534.81,459.2,225
18066,,25,,553,1000
18067,2214.5,,,,792.98
18069,,1300,,68,
18071,100,170,,186.19,
18072,,,,548.99,
18073,167,,,706.83,
18074,,,,147,
18077,,,,100,
18080,,,,29.7,
18081,,125,,,650
18088,375,,,,
18102,,595,,1102.4,
18103,3800,953.68,575,329.1,600
18104,5506,843,,3423.36,2695
18106,550,,,,
18109,,,,103,
18201,,1000,,1036,
18202,,5600,,,
18210,,100,,15,
18211,250,,,,
18218,,,,1000,
18222,,500,,181,155
18229,,1000,,355.8,369.97
18232,,,,135.2,
18234,,,,311,
18235,135,,,1565,
18250,,,,,79.06
18252,,,,131,
18255,,,,570.58,
18301,,,260.6,216.7,
18302,320,50,450,,87.13
18323,,,,500,
18325,600,250,,,
18328,100,200,,,175
18332,,,215,,250
18334,,,,55,
18336,,25,,,
18337,5831,350,350,,1595
18340,,,,,310
18342,,,,,181
18343,,,,88,
18346,100,,,,
18347,100,,,,
18353,330,,,232.3,60
18360,900,,2000,970.4,217
18370,,,,,3891.07
18403,,,,,1763.6
18407,,,,227,
18411,11425,50,,1186,1525
18414,500,220.53,75,274,
18415,,112.5,,,
18420,5000,25,,,
18421,,,,100,
18424,,,,529,245
18426,,,,100,350
18428,50,485,,100,333.82
18431,,,,77,28
18433,,,,341.4,
18434,266,,,,
18435,,,,155.7,
18436,847,,,1328,350
18437,108,,,,
18443,,,,281,
18444,500,,,1491.7,
18445,,,,150,
18447,,,65,,
18451,,,,,537.89
18452,287.28,,,50,
18458,,225,,,548.13
18462,,,,204.4,
18465,,,,,380
18466,530,,,364,
18470,,,,,300
18471,505,250,,,
18501,2800,,,,
18503,3500,,,27,
18504,650,286.81,,2000,
18505,2000,166,,1892.46,345
18507,,,,128,
18508,,,,470,
18509,8240,760,1000,150.86,
18510,500,125,,264.99,
18512,,250,,256.4,95
18603,250,,,100,
18612,240,250,,280,275
18614,,,,,185
18616,,,,473.4,
18617,,,,114,
18618,100,,,,
18629,,,,726.1,515
18630,,,,157,
18634,,,,70.56,
18640,275,,,498.52,
18641,,,,200,75
18643,979,,,,225
18644,942.3,150,,,
18651,,,,32.8,
18656,,,,111.04,
18657,,,,197.4,269.98
18661,,,,117.7,
18701,,250,,,
18702,,,200,603.4,461.46
18704,3338,4317.12,,156,250
18705,250,,,,
18706,,,262.5,54,550
18707,905,,,835.99,
18708,24,,,1074.05,550
18810,,,,250,
18818,,,,,400
18824,,,,50,
18830,150,,,,
18834,,,,181,
18840,,55,,20,
18847,200,,1000,22,
18853,,286.61,,,
18854,752,,,,
18901,3878,2623.2,818.17,3031.1,3774.81
18902,11366,710,150,2256.99,7541
18912,,275,,,
18913,,285,125,,175
18914,1069,250,,1209.4,685
18915,,,790,,
18920,,,1250,915.96,3104.66
18925,500,25,,925,299.99
18929,131,,,54,181
18930,,,,27,203
18933,,200,,103.4,
18936,,,,44.7,
18938,6354,13236.54,2575,349.7,4673.64
18940,13576,1404.16,6955,1934.11,8200.07
18942,,,,172,750
18944,2979,60,,182,225
18947,,1150,,191,1180
18950,,4800,,30,
18951,1069,85,,1170.13,
18954,30,,,,200
18955,1500,,,,
18956,,,,,200
18960,50,,,210.86,719.66
18963,,100,,,
18964,,,,778.9,100
18966,500,110,725,1345.42,707.5
18969,,280.2,,1000.15,600
18972,,,,228,1108.62
18974,557,123,250,709.41,716.67
18976,,1629,,892.38,
18977,1576,2550,,209.1,444
19001,440,,115,645.7,311
19002,4025,749.2,305,2582.06,1768
19003,11278,1886.79,1100,2890.7,4228.28
19004,19180,2470.6,2115.2,1833,3340.82
19006,6840,1468.43,,959,990
19007,525,826.3,,689,
19008,1189,295.2,500,,1319.7
19009,,,68,166,
19010,47130.15,13390,8520,2822.16,5634.27
19012,,,,1003,
19013,,190.89,500,50,
19014,250,,,200,106
19015,404.1,,,611.6,518
19018,43,,,254,
19020,109,,,2032.8,375
19021,,,,81,
19023,,,,279.7,
19025,467,,,27,299.89
19026,,1334.87,710,1341.45,395
19027,3550,532,682,3525,2464.49
19030,,,,403.7,
19031,8045,931.74,,120.4,
19032,250,,,,
19033,,,,50,
19034,15653,800,100,181,
19035,38600,675,4000,108,250
19036,,,,250,
19038,7773.16,803.99,425,1750.9,1233.4
19040,820,95,,954.9,1843.93
19041,31730,16075,11450,561,8314.49
19044,6173,,250,206.17,
19046,16676.65,913,775,1778.56,5646.3
19047,516,2515,200,765.46,466
19050,160,,1000,697.77,969.02
19053,3000,2071,325,2631.2,1291
19054,,,,413,
19055,,,300,184.1,
19056,600,,,576,95
19057,,134.21,,470.26,340
19060,4400,823,400,496.7,80
19061,2800,,,1019.99,
19063,11950.53,1934.21,2249.63,3418.27,3792
19064,1067,484.87,,1776.42,1275
19065,670,,,,
19066,16905,1267.93,250,215.24,5700.65
19067,1530.33,4049.78,175,3054.2,4945.55
19070,,100,,,250
19072,25356,1000,1000,3482.38,3893.38
19073,21242.65,3350,,1735.7,530
19074,,,,,437.62
19075,,450,,412.99,
19076,,,,306,
19078,212,110,145,22,55
19079,130,,,,160
19081,13800,1215,185,3328.1,3061.29
19082,,,,1183.33,102
19083,9320,1210,250,2637.74,2505.52
19085,24929,6959.44,3525,642,1850
19086,9263,75,1150,300.7,1194.99
19087,53361.2,11566,2281.76,2672.32,4901.74
19090,,,75,229.86,149.33
19094,,485,,188.99,
19095,,650,250,,3098
19096,30554,4515,2250.6,423.7,5476.5
19102,39123.57,6925,3680,692,750
19103,145536.9,21643.82,23635.3,14334.12,14086.58
19104,25700,1256,2442.38,3843.9,5822.47
19105,300,,,,
19106,59404.03,21568.62,9320,2806.78,13108.6
19107,3750.8,5374.29,850,5065.77,2581.38
19111,500,,425,2633.89,300
19112,2800,2800,,2426,
19113,,,,234,
19114,,,361,73.48,615
19115,1989,,,,300
19116,670,,400,123,
19118,37969,5815,5173.68,2919.76,9657.57
19119,18295,3868.1,8967.77,9847.93,19917.22
19120,,,250,427,
19121,,,100,445.62,480.59
19122,285,6149.2,,2199.63,1615.15
19123,3850,2508,3860.79,1120.91,2902.4
19124,6575.35,,,515,
19125,125,3478.96,,6680.9,11689.89
19126,,,,236.7,250
19127,,,,1113.4,35
19128,11474,1656.76,200,2466.98,3499.63
19129,8400,1085,679.04,3513.78,1375.5
19130,31391,19650.08,6175,5901.37,8287.62
19131,6700,,390,1476.7,150
19132,,,,120,
19134,,341.99,,706.1,
19135,500,625,500,261,75
19136,,,,2925.16,
19138,250,,,372.5,274.59
19139,,165.93,,1108.79,1457
19140,,,,48,1705
19141,,,,37,200
19142,,,,220.99,
19143,2885,100,190.83,6847.01,5648.48
19144,525,6032.33,300,1679.64,949.13
19145,20,2040.41,100,2004.97,244
19146,15684,14047.92,2879.12,6459.21,8118.33
19147,23997,8316.11,6966.59,15402.95,15937.86
19148,,1693.29,175,3139.85,1676
19149,,,,972,
19150,50,,,325,
19151,200,985.28,1500,1085.32,150
19152,35,,50,902,
19153,3300,,,,
19154,60,25,,180.99,
19301,3600,,,831.7,493.62
19311,750,580,,892,100
19312,2150,5920,1000,54,2410.62
19317,22193,1850,,198,781
19320,3950,425,,1541,1011.98
19330,163,,,,
19333,1508,,,35.97,854.2
19335,2131.28,2190.85,500,3496.8,2023.84
19341,1761,350,,598.4,375
19342,3240,263,,50,2150.73
19343,3570,375,,150,315
19344,,,,37,150
19348,11123,1175.6,563,525,1356
19350,6900,972.33,1170.55,205,900
19352,131,,250,,
19355,19566,3470.24,3711.76,2436.03,4872.94
19360,,,,950,
19362,,908,,22.7,
19363,229,193.25,,27,225
19365,,,,,50
19366,2800,,,,
19372,579,,,,
19373,500,,,,
19375,2800,,,,5000
19380,5834,6507,957.27,3864.12,1612.89
19382,6599,1894.29,4232.94,4332.24,5509.13
19390,2458,150,,207.99,360.64
19395,,,,,50
19401,598,,,1918.78,1094.62
19403,12200,50,,2435.88,1057.46
19405,,,,27,
19406,250,250,93,302.25,484.89
19421,,,,258,222
19422,6366,110,250,4209.2,1430.81
19425,1108,1073,750,3190.6,1075
19426,330,1104.52,,2466.18,734.55
19428,6350,2488.2,243.58,390,1613
19436,43,50,,,618
19437,1000,,68,,
19438,,385,,415,75
19440,,131.98,225,150,1125
19442,,,,,75
19444,23599,350,250,700.56,708.85
19446,7137,1034.08,134.68,3713.99,1915.32
19450,,,,,103
19454,618,527.45,1741,601.44,1720.1
19460,1860,1546.43,435,4492.15,5317.5
19462,750,130,50,1469.42,1787.43
19464,574,560,,3491.94,250
19465,,,,267,769.28
19468,150,,,558,
19473,867.33,1000,300,527.1,239.66
19474,,,475,,
19475,,,150,751.1,
19477,,250,,,
19481,2800,,,,125
19490,500,,,,
19501,,1057.62,,,
19504,133,,,76.3,
19505,,,,,60
19506,,,,170,246.13
19507,,,,,60
19508,,,,108,
19510,,660,,1030.36,
19512,,,,,105
19518,2875,,,403.66,350
19520,250,125,,,
19522,1100,65,500,162.4,
19525,,,,927.6,
19526,650,,,,
19529,,,,250,121
19530,,234.15,,371,653
19533,,,,,400.61
19536,,,,258,
19540,,,,290.06,257.5
19543,965,,,,
19547,,200,,1331,
19550,,,,681.09,
19560,250,,292.14,,
19562,145,,255,140,
19565,,,,125,
19601,,50,,317,150
19604,400,915.91,,,
19605,,45.2,,178,293.5
19606,250,250,,541.2,
19607,,300,,571.4,103
19608,8,358.36,,100,900
19609,50,,890,212,210
19610,4312,260,,404,250
19611,,603.26,,2871,
19701,4630,866.05,,337.69,413
19702,3002.84,4143.72,696.38,4362.65,1029.98
19703,100,,,231,300
19707,16712.98,50,250,1760.06,1779.72
19709,747,25,306.54,278.06,2375
19710,12750,3000,,,650
19711,18798,453.05,325,4060.02,5870.12
19713,1073,160,,1434.5,325
19716,,,,215.3,
19717,,,,,110.24
19720,2202,1851.33,160,415.84,1277.5
19732,1300,,,27,
19734,150,45,,50,144.51
19736,4200,,,,
19801,17750,3350,,1272.32,147.89
19802,14580,918.2,475,,314.62
19803,38407.5,1976.2,625,1654.1,1008
19804,,50,,97,500
19805,10049,1767.45,,1409,954.89
19806,52592.68,4125,986.16,674.99,678
19807,146964.72,2225,241.88,,3685
19808,4402,250,105,1312,638.2
19809,11440,481.05,,602.86,460.67
19810,28334.55,1084,2054.22,299.99,2252.59
19899,8650,,,,
19901,3196,,,1098,300
19903,,,1050,,
19904,2597,110,514.82,462.5,
19924,,,,205,
19930,4625,125,,,425
19933,,,,826.99,
19934,355,50,,,125
19938,,,,43.8,
19939,2032,260,350,,
19943,50,,250,,
19944,,,290,,
19945,750,75,,,
19947,4075,201,,231.2,
19950,420,,,,
19951,200,,,,
19952,400,,,42,
19953,300,,,,
19954,,,,432,435
19956,2734,,,,
19958,12286.61,6355,178.29,694.4,4100
19960,1200,,,,700
19962,121,,,141.1,
19963,316,300,,166.4,103
19966,1706,,269.88,358,600
19967,143,,,,
19968,2956,966.05,,105,500
19970,450,250,,185,
19971,71514,16639.52,767.33,582.34,2261.01
19973,660,,,325,210.89
19975,700,160,,,350
19977,703,110,120,1076.2,
20001,49536.94,114757.15,47192.77,17599.27,31706.19
20002,20339.17,67052.55,19968.76,9395.31,33402
20003,31732.59,58246.22,19685.73,17075.08,26768.01
20004,9450,5613.32,6324.29,2494.79,3400
20005,30970.41,66232.72,25815.08,5105.27,15125.41
20006,19926,13721.59,19831.39,4925.06,2431.77
20007,108350.2,135294.64,59924.76,9452.51,22308.5
20008,103989.37,127218.58,58935.83,15563.22,43987.62
20009,37140.44,170202.95,63222.29,19746.83,54457.63
20010,2375,35152.41,7701.28,7010.5,15308.33
20011,5130.1,23753.16,29469.43,3410.53,13375.62
20012,6077.34,7223.3,23144.86,1853.1,3374.66
20013,,,350,199.6,
20014,,,,450,
20015,30017.8,63194.04,52514.83,7990.77,19066.05
20016,128163.6,151675.86,104115.31,9994.79,35537.75
20017,2980,3273.59,7820,3907.9,5364.83
20018,1219.93,6818.82,7348.28,2304.91,1387.08
20019,19,1300,5573.94,1761.72,300
20020,3915.6,779,11105.89,1548,1384
20024,3267.62,8838.88,10990.26,2670.04,7738.56
20026,,,,50,
20027,,,,2719,
20032,50,300,1660,764.01,279.92
20033,,,0,,
20035,,2800,,,
20036,19786.5,35371.96,8834.99,5148.73,2395.15
20037,23976.06,24938.63,20979.47,4439.06,13263.54
20038,,,120,,120
20044,40,,,,
20052,,310,,,
20057,,,,104,
20102,,,,250,
20105,630.33,700,3210.62,1047.5,813
20109,278,25,,854,380
20110,100,82.21,,2881.66,420
20111,,972.29,250,389.02,243
20112,5214,775,270,727,920
20115,1600,11653,1000,642,345
20116,,4600,1000,,
20117,1000,5325,,130,2745
20118,442,21824.8,500,,178
20119,69,,,169.99,424.93
20120,400,2741.07,280,1414.56,640
20121,2700,275,,769,450
20124,450,3082.55,1310,1275.4,1199.1
20132,325,3229.74,200,3188.5,400
20135,1600,,,,
20136,2870,1087.07,,563.99,978
20137,1000,770,,38.02,
20139,,,,,325
20141,,435,708.39,54,
20142,,281.07,,,
20143,,,,,200
20144,2000,9628,,,
20147,5081.91,1582.95,633.02,4731.99,2235.97
20148,320,1913.89,825,2304,765.22
20150,,,250,,
20151,1238,1543.13,,30,99.93
20152,599,816.38,1925,254,180
20155,750,76,1165.51,764.39,
20156,,,,114,
20158,,1232,,60,426
20160,321,,,,
20164,100,374.61,,195.1,3901.66
20165,9265,713,1365,2171.64,2461
20166,,190,250,436.99,249.66
20169,2585,1600,300,5615,
20170,818,2582.65,600,1989.7,1103
20171,3258,6152.52,2084.3,6450.24,2222.5
20175,1443,395,,6282.97,255
20176,4838,1838.24,11121.12,2248.69,1992.3
20180,1058.03,433,75,,609.66
20181,,,305,351,
20184,5600,4550,,,
20185,,1250,,,
20186,5658,250,390,1841.7,529.93
20187,442,845,,1877.7,214.66
20188,,,,353,415
20189,1175,1029.86,750,952.84,2510
20190,2100,7716.52,1135,2290.23,4997.19
20191,3235.5,8301.62,4967.59,3651.24,4197.76
20194,1350,3325.74,7565,3423.25,7701.37
20197,1525,5269.23,350,54,
20198,250,25450,,,2000
20210,,,,27,
20212,,,,366,
20229,,,,177,
20270,,,,84,
20301,,,,100,
20375,,,,27,
20420,,,,14,
20472,,,,151,
20500,,,,535,
20522,,,187.59,,
20526,,,,30,
20540,,,,100,
20552,,,,2868.18,
20577,,,,107,
20585,,,,300,
20591,,,,50,
20601,150,513,206,1243.88,
20602,,311.12,75,27,
20603,930,,284.37,134,1903
20607,1200,,1250,411,
20613,300,,,6,
20616,,,,54,
20619,100,163,,,200
20629,,,,,350
20634,,,,60,
20636,3360,525,,331.86,
20637,,,,973,
20639,243,,147.33,434.4,
20640,,,,,402.69
20646,737,1687.93,,27,285
20650,471.48,,350,686,305
20653,225,185,,123,
20657,910,792.7,,158,762
20659,1285,412.38,,27,484.47
20662,,169.89,,,268.93
20670,200,,,,
20675,,,500,,
20676,67,,,,300
20678,,,,1355,
20680,,,,,200
20685,,250,,,
20686,,,,110.7,171
20688,,,500,100.4,1200
20689,,,,755,
20690,,,,288,
20692,,,,3281,
20695,,,500,189,
20701,,288.17,,154,
20705,520,226,110,490,400
20706,72,,2070.23,1053.7,1425
20707,361,648,235,923,1827.54
20708,59,125,1000,,853.05
20710,,,40,,
20711,,,900,102.4,250
20712,500,739.02,,3946.86,2387.63
20714,58,,340,,135
20715,562,,765,1950.96,1057.88
20716,500,350,1175,133.7,637.66
20717,,,1000,,
20718,,,,216,
20720,505,,7412.08,114,1566.02
20721,4600,3325.62,28187.42,750,2154.46
20722,,100,112.5,630,270.01
20723,2263,585,1658.73,2369.47,1156.03
20724,,,1316,1371.1,
20732,134,310,575,262,906.27
20733,3083,,,,
20735,619,,1809.23,198,735
20736,,,,423.7,700
20737,600,,,815.7,478.74
20740,300,1008.09,937.59,3801.7,2136.47
20742,,500,,650,
20743,100,,,,300
20744,903,100,3685,1792.99,990
20745,500,625,545,802.4,
20746,1916.66,,1241.97,123,
20747,100,,1000,133,
20748,1000,80,1250,507,
20751,528,102,,,105
20754,,779.45,,6586.45,225.75
20755,50,,,797.4,
20758,,3107.26,,,
20759,14000,3700,535,1515,3025
20762,,110,,377,400
20763,,,,198.36,
20764,,,,205.68,695.01
20765,,,,308,
20769,100,,1135,235.8,898
20770,2850,1577,452.84,1766.64,1440
20771,,,759.64,,
20772,1500,250,2791.88,895,825
20774,1775,,4259.08,1115.7,65
20776,,300,,,902
20777,400,350,,1839,
20778,,,,,473.66
20779,,103.12,,400,
20781,2438,575,,7499.06,1488
20782,450,7982.38,3260,1188.09,2573.51
20783,20,148,1000,1045,1440
20784,,,300,85,
20785,20,2371.38,600,1767.28,7590.27
20794,250,,,629.56,250
20805,250,,,,
20812,75,,,101,105
20814,64030,57166.83,17020.2,6704.66,18252.98
20815,166204.21,91186.06,51100.57,5827.92,27637.91
20816,48710,22526.19,16226.64,4185.89,16498.31
20817,105030.5,51014.52,37054.88,7589.47,21354.74
20818,3050,2550,250,597.75,1830
20821,,,,127,
20824,,250,,,
20827,-90,,,,
20832,5130,1357.1,1059.81,1630,2734.66
20833,300,400,1850,500,1240.5
20837,500,200,,114,743
20838,100,,,,
20841,500,575,85,2969,
20842,2650,95,,253.7,
20849,,,,100,
20850,8684,5092.54,13375.45,5098.52,5619.04
20851,500,1062.07,724,1662.3,
20852,18791,9412.52,5800,5867.1,11771.58
20853,3558,6694.95,1675,4990.08,3184.24
20854,151700.95,34718.87,15020,7608.36,7957.01
20855,8990,6171.97,825,880.99,2479.42
20859,5600,,,,
20860,250,,250,77,432.5
20861,250,2900,500,100,
20862,,,,10,
20866,1250,625,5611.24,1089.7,1700
20871,4100,1261,1567.37,714,3100
20872,445,,300.82,58.66,200
20874,640,3502.93,1341.29,2683.55,1268.8
20876,860,1663.01,1225,2924,1250
20877,965,1163,2800,1725.7,2329.66
20878,10726,7978.63,1998,5389.22,9475.89
20879,150.5,606.54,500,556.46,1084
20880,,4156,605,,
20882,,153,870,127,575
20886,2621.05,3538.52,1410,849.5,491.22
20892,,,,292,250
20895,11152,9174.4,5930,2745.45,7314.46
20896,205,1110,,,
20901,4134,4484.74,9128.38,4219.08,6596.57
